"","player_name","match_round","vote","season","player_team"
"502","Shaun Grigg","8",5,2017,"Richmond"
"503","Alex Rance","8",4,2017,"Richmond"
"504","Lachie Neale","8",2,2017,"Fremantle"
"505","Jack Riewoldt","8",1,2017,"Richmond"
"506","Brad Ebert","8",8,2017,"Port Adelaide"
"507","Tom Jonas","8",7,2017,"Port Adelaide"
"508","Chad Wingard","8",6,2017,"Port Adelaide"
"509","Paddy Ryder","8",4,2017,"Port Adelaide"
"510","Travis Boak","8",3,2017,"Port Adelaide"
"511","Steven May","8",1,2017,"Gold Coast"
"512","Jarman Impey","8",1,2017,"Port Adelaide"
"513","Josh P. Kennedy","8",10,2017,"Sydney"
"514","Luke Parker","8",8,2017,"Sydney"
"515","Dan Hannebery","8",5,2017,"Sydney"
"516","Nic Newman","8",4,2017,"Sydney"
"517","Sam Reid","8",3,2017,"Sydney"
"518","Patrick Dangerfield","9",10,2017,"Geelong"
"519","Joel Selwood","9",7,2017,"Geelong"
"520","Zach Tuohy","9",4,2017,"Geelong"
"521","Caleb Daniel","9",4,2017,"Western Bulldogs"
"522","Zac Smith","9",4,2017,"Geelong"
"523","Mitch Wallis","9",1,2017,"Western Bulldogs"
"524","Dan Hannebery","9",10,2017,"Sydney"
"525","Jake Lloyd","9",8,2017,"Sydney"
"526","Josh P. Kennedy","9",6,2017,"Sydney"
"527","Nic Newman","9",3,2017,"Sydney"
"528","Nick Smith","9",2,2017,"Sydney"
"529","Sebastian Ross","9",1,2017,"St Kilda"
"530","Alex Rance","9",10,2017,"Richmond"
"531","Dustin Martin","9",8,2017,"Richmond"
"532","Josh Kelly","9",5,2017,"Greater Western Sydney"
"533","Josh Kelly","9",5,2017,"Greater Western Sydney"
"534","Tom Scully","9",3,2017,"Greater Western Sydney"
"535","Tom Scully","9",3,2017,"Greater Western Sydney"
"536","Toby Nankervis","9",2,2017,"Richmond"
"537","David Astbury","9",1,2017,"Richmond"
"538","Trent Cotchin","9",1,2017,"Richmond"
"539","Charlie Cameron","9",6,2017,"Adelaide"
"540","Rory Laird","9",5,2017,"Adelaide"
"541","Eddie Betts","9",5,2017,"Adelaide"
"542","Rory Sloane","9",4,2017,"Adelaide"
"543","Dayne Beams","9",3,2017,"Brisbane Lions"
"544","Matt Crouch","9",3,2017,"Adelaide"
"545","Luke Brown","9",2,2017,"Adelaide"
"546","Dayne Zorko","9",1,2017,"Brisbane Lions"
"547","Jake Lever","9",1,2017,"Adelaide"
"548","Scott Pendlebury","9",10,2017,"Collingwood"
"549","Adam Treloar","9",5,2017,"Collingwood"
"550","Tom Mitchell","9",5,2017,"Hawthorn"
"551","Jeremy Howe","9",5,2017,"Collingwood"
"552","Taylor Adams","9",4,2017,"Collingwood"
"553","Steele Sidebottom","9",1,2017,"Collingwood"
"554","Joe Daniher","9",9,2017,"Essendon"
"555","Michael Hurley","9",9,2017,"Essendon"
"556","David Zaharakis","9",5,2017,"Essendon"
"557","Zach Merrett","9",5,2017,"Essendon"
"558","Jobe Watson","9",2,2017,"Essendon"
"559","Lachie Neale","9",9,2017,"Fremantle"
"560","Michael Walters","9",9,2017,"Fremantle"
"561","Michael Johnson","9",4,2017,"Fremantle"
"562","Marc Murphy","9",4,2017,"Carlton"
"563","David Mundy","9",4,2017,"Fremantle"
"564","Ben Brown","9",10,2017,"North Melbourne"
"565","Ben Cunnington","9",8,2017,"North Melbourne"
"566","Scott Thompson","9",4,2017,"North Melbourne"
"567","Todd Goldstein","9",3,2017,"North Melbourne"
"568","Mitch Hannan","9",3,2017,"Melbourne"
"569","Michael Hibberd","9",2,2017,"Melbourne"
"570","Patrick Dangerfield","10",9,2017,"Geelong"
"571","Joel Selwood","10",8,2017,"Geelong"
"572","Mitch Duncan","10",6,2017,"Geelong"
"573","Jared Polec","10",5,2017,"Port Adelaide"
"574","Paddy Ryder","10",1,2017,"Port Adelaide"
"575","Tom Jonas","10",1,2017,"Port Adelaide"
"576","Lance Franklin","10",9,2017,"Sydney"
"577","Shaun Burgoyne","10",9,2017,"Hawthorn"
"578","Liam Shiels","10",5,2017,"Hawthorn"
"579","Luke Hodge","10",3,2017,"Hawthorn"
"580","Isaac Smith","10",2,2017,"Hawthorn"
"581","Josh P. Kennedy","10",1,2017,"Sydney"
"582","Dan Hannebery","10",1,2017,"Sydney"
"583","Jake Stringer","10",10,2017,"Western Bulldogs"
"584","Lachie Hunter","10",7,2017,"Western Bulldogs"
"585","Marcus Adams","10",4,2017,"Western Bulldogs"
"586","Jason Johannisen","10",3,2017,"Western Bulldogs"
"587","Mitch Wallis","10",2,2017,"Western Bulldogs"
"588","Bailey Dale","10",2,2017,"Western Bulldogs"
"589","Billy Longer","10",1,2017,"St Kilda"
"590","Caleb Daniel","10",1,2017,"Western Bulldogs"
"591","Nathan Jones","10",9,2017,"Melbourne"
"592","Clayton Oliver","10",6,2017,"Melbourne"
"593","Jeff Garlett","10",6,2017,"Melbourne"
"594","Jordan Lewis","10",4,2017,"Melbourne"
"595","Jake Melksham","10",2,2017,"Melbourne"
"596","Jack Leslie","10",2,2017,"Gold Coast"
"597","Michael Hibberd","10",1,2017,"Melbourne"
"598","Matt Crouch","10",10,2017,"Adelaide"
"599","Rory Sloane","10",7,2017,"Adelaide"
"600","Brad Crouch","10",7,2017,"Adelaide"
"601","Jake Lever","10",4,2017,"Adelaide"
"602","Rory Atkins","10",2,2017,"Adelaide"
"603","Dustin Martin","10",10,2017,"Richmond"
"604","Alex Rance","10",7,2017,"Richmond"
"605","Trent Cotchin","10",6,2017,"Richmond"
"606","Brandon Ellis","10",4,2017,"Richmond"
"607","David Zaharakis","10",2,2017,"Essendon"
"608","Brendon Goddard","10",1,2017,"Essendon"
"609","Scott Pendlebury","10",9,2017,"Collingwood"
"610","Dayne Beams","10",6,2017,"Brisbane Lions"
"611","Steele Sidebottom","10",5,2017,"Collingwood"
"612","Jamie Elliott","10",4,2017,"Collingwood"
"613","Taylor Adams","10",3,2017,"Collingwood"
"614","Dayne Zorko","10",2,2017,"Brisbane Lions"
"615","Tyson Goldsack","10",1,2017,"Collingwood"
"616","Callan Ward","10",10,2017,"Greater Western Sydney"
"617","Callan Ward","10",10,2017,"Greater Western Sydney"
"618","Dylan Shiel","10",5,2017,"Greater Western Sydney"
"619","Dylan Shiel","10",5,2017,"Greater Western Sydney"
"620","Elliot Yeo","10",4,2017,"West Coast"
"621","Lewis Jetta","10",4,2017,"West Coast"
"622","Zac Williams","10",3,2017,"Greater Western Sydney"
"623","Zac Williams","10",3,2017,"Greater Western Sydney"
"624","Toby Greene","10",3,2017,"Greater Western Sydney"
"625","Toby Greene","10",3,2017,"Greater Western Sydney"
"626","Josh Kelly","10",1,2017,"Greater Western Sydney"
"627","Josh Kelly","10",1,2017,"Greater Western Sydney"
"628","Bryce Gibbs","10",10,2017,"Carlton"
"629","Shaun Higgins","10",7,2017,"North Melbourne"
"630","Matthew Kreuzer","10",7,2017,"Carlton"
"631","Jack Ziebell","10",3,2017,"North Melbourne"
"632","Patrick Cripps","10",3,2017,"Carlton"
"633","Brad Ebert","11",9,2017,"Port Adelaide"
"634","Charlie Dixon","11",9,2017,"Port Adelaide"
"635","Matthew Broadbent","11",4,2017,"Port Adelaide"
"636","Ollie Wines","11",3,2017,"Port Adelaide"
"637","Paddy Ryder","11",3,2017,"Port Adelaide"
"638","Jarman Impey","11",1,2017,"Port Adelaide"
"639","Hamish Hartlett","11",1,2017,"Port Adelaide"
"640","Joel Selwood","11",10,2017,"Geelong"
"641","Patrick Dangerfield","11",8,2017,"Geelong"
"642","Zach Tuohy","11",6,2017,"Geelong"
"643","Andrew Mackie","11",2,2017,"Geelong"
"644","Tom Stewart","11",2,2017,"Geelong"
"645","Scott Selwood","11",2,2017,"Geelong"
"646","Elliot Yeo","11",8,2017,"West Coast"
"647","Gary Ablett","11",8,2017,"Gold Coast"
"648","Pearce Hanley","11",7,2017,"Gold Coast"
"649","Steven May","11",3,2017,"Gold Coast"
"650","Dom Sheed","11",2,2017,"West Coast"
"651","Tom J. Lynch","11",1,2017,"Gold Coast"
"652","Drew Petrie","11",1,2017,"West Coast"
"653","Josh Kelly","11",10,2017,"Greater Western Sydney"
"654","Josh Kelly","11",10,2017,"Greater Western Sydney"
"655","Zac Williams","11",7,2017,"Greater Western Sydney"
"656","Zac Williams","11",7,2017,"Greater Western Sydney"
"657","Dylan Shiel","11",4,2017,"Greater Western Sydney"
"658","Dylan Shiel","11",4,2017,"Greater Western Sydney"
"659","Toby Greene","11",4,2017,"Greater Western Sydney"
"660","Toby Greene","11",4,2017,"Greater Western Sydney"
"661","Tom Bellchambers","11",3,2017,"Essendon"
"662","Jobe Watson","11",2,2017,"Essendon"
"663","Dustin Martin","11",10,2017,"Richmond"
"664","Bachar Houli","11",7,2017,"Richmond"
"665","Trent Cotchin","11",5,2017,"Richmond"
"666","Dion Prestia","11",5,2017,"Richmond"
"667","David Astbury","11",2,2017,"Richmond"
"668","Kane Lambert","11",1,2017,"Richmond"
"669","Adam Treloar","11",10,2017,"Collingwood"
"670","Scott Pendlebury","11",6,2017,"Collingwood"
"671","Steele Sidebottom","11",5,2017,"Collingwood"
"672","Brodie Grundy","11",3,2017,"Collingwood"
"673","Taylor Adams","11",3,2017,"Collingwood"
"674","Jack Crisp","11",2,2017,"Collingwood"
"675","Darcy Moore","11",1,2017,"Collingwood"
"676","Josh P. Kennedy","12",7,2017,"Sydney"
"677","Isaac Heeney","12",6,2017,"Sydney"
"678","Sam Reid","12",5,2017,"Sydney"
"679","Tom Papley","12",4,2017,"Sydney"
"680","Lance Franklin","12",3,2017,"Sydney"
"681","Luke Parker","12",3,2017,"Sydney"
"682","Heath Grundy","12",2,2017,"Sydney"
"683","Jake Lever","12",7,2017,"Adelaide"
"684","Tom Lynch","12",7,2017,"Adelaide"
"685","Rory Laird","12",7,2017,"Adelaide"
"686","Richard Douglas","12",5,2017,"Adelaide"
"687","Sam Jacobs","12",2,2017,"Adelaide"
"688","Brodie Smith","12",2,2017,"Adelaide"
"689","Gary Ablett","12",10,2017,"Gold Coast"
"690","Jack Gunston","12",8,2017,"Hawthorn"
"691","Steven May","12",5,2017,"Gold Coast"
"692","Jarryd Lyons","12",3,2017,"Gold Coast"
"693","Tom Mitchell","12",2,2017,"Hawthorn"
"694","Jarrod Witts","12",1,2017,"Gold Coast"
"695","Tom J. Lynch","12",1,2017,"Gold Coast"
"696","Dayne Zorko","12",10,2017,"Brisbane Lions"
"697","Dayne Beams","12",8,2017,"Brisbane Lions"
"698","Lewis Taylor","12",6,2017,"Brisbane Lions"
"699","Stefan Martin","12",4,2017,"Brisbane Lions"
"700","Sam Mayes","12",2,2017,"Brisbane Lions"
"701","Zach Merrett","12",10,2017,"Essendon"
"702","Cale Hooker","12",8,2017,"Essendon"
"703","Anthony McDonald-Tipungwuti","12",4,2017,"Essendon"
"704","Dyson Heppell","12",4,2017,"Essendon"
"705","Conor McKenna","12",3,2017,"Essendon"
"706","Michael Hurley","12",1,2017,"Essendon"
"707","Sam Docherty","12",9,2017,"Carlton"
"708","Matthew Kreuzer","12",8,2017,"Carlton"
"709","Dylan Shiel","12",7,2017,"Greater Western Sydney"
"710","Dylan Shiel","12",7,2017,"Greater Western Sydney"
"711","Lachie Whitfield","12",2,2017,"Greater Western Sydney"
"712","Lachie Whitfield","12",2,2017,"Greater Western Sydney"
"713","Marc Murphy","12",2,2017,"Carlton"
"714","Liam Jones","12",2,2017,"Carlton"
"715","Christian Petracca","12",10,2017,"Melbourne"
"716","Steele Sidebottom","12",4,2017,"Collingwood"
"717","Adam Treloar","12",4,2017,"Collingwood"
"718","Clayton Oliver","12",4,2017,"Melbourne"
"719","Jeremy Howe","12",4,2017,"Collingwood"
"720","Nathan Jones","12",3,2017,"Melbourne"
"721","Michael Hibberd","12",1,2017,"Melbourne"
"722","Luke Shuey","13",7,2017,"West Coast"
"723","Patrick Dangerfield","13",5,2017,"Geelong"
"724","Sam Mitchell","13",5,2017,"West Coast"
"725","Mitch Duncan","13",4,2017,"Geelong"
"726","Mark Hutchings","13",3,2017,"West Coast"
"727","Lewis Jetta","13",3,2017,"West Coast"
"728","Elliot Yeo","13",2,2017,"West Coast"
"729","Nathan Vardy","13",1,2017,"West Coast"
"730","Sebastian Ross","13",10,2017,"St Kilda"
"731","Jack Billings","13",6,2017,"St Kilda"
"732","Josh Bruce","13",4,2017,"St Kilda"
"733","Leigh Montagna","13",3,2017,"St Kilda"
"734","Dylan Roberton","13",3,2017,"St Kilda"
"735","Todd Goldstein","13",2,2017,"North Melbourne"
"736","Jarryn Geary","13",1,2017,"St Kilda"
"737","Jack Sinclair","13",1,2017,"St Kilda"
"738","Alex Rance","13",10,2017,"Richmond"
"739","Nic Newman","13",6,2017,"Sydney"
"740","Jake Lloyd","13",4,2017,"Sydney"
"741","Tom Papley","13",3,2017,"Sydney"
"742","Isaac Heeney","13",3,2017,"Sydney"
"743","Bachar Houli","13",2,2017,"Richmond"
"744","Zak Jones","13",2,2017,"Sydney"
"745","Dayne Zorko","13",10,2017,"Brisbane Lions"
"746","Paddy Ryder","13",8,2017,"Port Adelaide"
"747","Darcy Byrne-Jones","13",6,2017,"Port Adelaide"
"748","Robbie Gray","13",4,2017,"Port Adelaide"
"749","Ollie Wines","13",1,2017,"Port Adelaide"
"750","Ryan Bastinac","13",1,2017,"Brisbane Lions"
"751","Bryce Gibbs","13",10,2017,"Carlton"
"752","Sam Docherty","13",8,2017,"Carlton"
"753","Kade Simpson","13",5,2017,"Carlton"
"754","Liam Jones","13",3,2017,"Carlton"
"755","Marc Murphy","13",2,2017,"Carlton"
"756","Matthew Kreuzer","13",1,2017,"Carlton"
"757","Jarryd Lyons","13",1,2017,"Gold Coast"
"758","Michael Hibberd","13",10,2017,"Melbourne"
"759","Christian Salem","13",6,2017,"Melbourne"
"760","Tom McDonald","13",4,2017,"Melbourne"
"761","Jordan Lewis","13",3,2017,"Melbourne"
"762","Jack Watts","13",3,2017,"Melbourne"
"763","Oscar McDonald","13",3,2017,"Melbourne"
"764","Neville Jetta","13",1,2017,"Melbourne"
"765","Shaun Burgoyne","14",10,2017,"Hawthorn"
"766","Ryan Burton","14",6,2017,"Hawthorn"
"767","Grant Birchall","14",4,2017,"Hawthorn"
"768","James Sicily","14",4,2017,"Hawthorn"
"769","Tom Mitchell","14",3,2017,"Hawthorn"
"770","Ricky Henderson","14",2,2017,"Hawthorn"
"771","Matt Crouch","14",1,2017,"Adelaide"
"772","Josh P. Kennedy","14",10,2017,"Sydney"
"773","Zach Merrett","14",7,2017,"Essendon"
"774","Michael Hurley","14",5,2017,"Essendon"
"775","Isaac Heeney","14",4,2017,"Sydney"
"776","Heath Grundy","14",3,2017,"Sydney"
"777","Callum Mills","14",1,2017,"Sydney"
"778","Robbie Gray","14",10,2017,"Port Adelaide"
"779","Tom Clurey","14",4,2017,"Port Adelaide"
"780","Hamish Hartlett","14",4,2017,"Port Adelaide"
"781","Paddy Ryder","14",3,2017,"Port Adelaide"
"782","Sam Gray","14",3,2017,"Port Adelaide"
"783","Scott Pendlebury","14",2,2017,"Collingwood"
"784","Jasper Pittard","14",2,2017,"Port Adelaide"
"785","Matt White","14",1,2017,"Port Adelaide"
"786","Steele Sidebottom","14",1,2017,"Collingwood"
"787","Dylan Shiel","14",9,2017,"Greater Western Sydney"
"788","Dylan Shiel","14",9,2017,"Greater Western Sydney"
"789","Jonathon Patton","14",9,2017,"Greater Western Sydney"
"790","Jonathon Patton","14",9,2017,"Greater Western Sydney"
"791","Jeremy Cameron","14",6,2017,"Greater Western Sydney"
"792","Jeremy Cameron","14",6,2017,"Greater Western Sydney"
"793","Sam J. Reid","14",3,2017,"Greater Western Sydney"
"794","Sam J. Reid","14",3,2017,"Greater Western Sydney"
"795","Lachie Whitfield","14",2,2017,"Greater Western Sydney"
"796","Lachie Whitfield","14",2,2017,"Greater Western Sydney"
"797","Tom Rockliff","14",1,2017,"Brisbane Lions"
"798","Jack Viney","14",10,2017,"Melbourne"
"799","Tom McDonald","14",8,2017,"Melbourne"
"800","Jeremy McGovern","14",5,2017,"West Coast"
"801","Drew Petrie","14",3,2017,"West Coast"
"802","Brad Sheppard","14",2,2017,"West Coast"
"803","Max Gawn","14",1,2017,"Melbourne"
"804","Tom Barrass","14",1,2017,"West Coast"
"805","Marcus Bontempelli","14",9,2017,"Western Bulldogs"
"806","Ben Cunnington","14",9,2017,"North Melbourne"
"807","Liam Picken","14",3,2017,"Western Bulldogs"
"808","Jack Macrae","14",3,2017,"Western Bulldogs"
"809","Lachie Hunter","14",2,2017,"Western Bulldogs"
"810","Luke Dahlhaus","14",2,2017,"Western Bulldogs"
"811","Easton Wood","14",1,2017,"Western Bulldogs"
"812","Jarrad Waite","14",1,2017,"North Melbourne"
"813","Patrick Dangerfield","14",10,2017,"Geelong"
"814","Zach Tuohy","14",5,2017,"Geelong"
"815","Michael Walters","14",5,2017,"Fremantle"
"816","Connor Blakely","14",4,2017,"Fremantle"
"817","Tom Lonergan","14",3,2017,"Geelong"
"818","Bradley Hill","14",2,2017,"Fremantle"
"819","Andrew Mackie","14",1,2017,"Geelong"
"820","Dustin Martin","14",10,2017,"Richmond"
"821","Matthew Kreuzer","14",5,2017,"Carlton"
"822","Kane Lambert","14",5,2017,"Richmond"
"823","Alex Rance","14",4,2017,"Richmond"
"824","Patrick Cripps","14",3,2017,"Carlton"
"825","Shaun Grigg","14",3,2017,"Richmond"
"826","Jack Billings","14",10,2017,"St Kilda"
"827","Jarryd Lyons","14",8,2017,"Gold Coast"
"828","Jarrod Harbrow","14",5,2017,"Gold Coast"
"829","Dylan Roberton","14",3,2017,"St Kilda"
"830","Jack Steven","14",2,2017,"St Kilda"
"831","Nathan Brown","14",2,2017,"St Kilda"
"832","Luke Parker","15",10,2017,"Sydney"
"833","Lance Franklin","15",8,2017,"Sydney"
"834","Zak Jones","15",4,2017,"Sydney"
"835","George Hewett","15",3,2017,"Sydney"
"836","Dane Rampe","15",3,2017,"Sydney"
"837","Josh P. Kennedy","15",2,2017,"Sydney"
"838","Jack Darling","15",9,2017,"West Coast"
"839","Andrew Gaff","15",7,2017,"West Coast"
"840","Zaine Cordy","15",4,2017,"Western Bulldogs"
"841","Eric Mackenzie","15",3,2017,"West Coast"
"842","Dom Sheed","15",3,2017,"West Coast"
"843","Mark Hutchings","15",2,2017,"West Coast"
"844","Lachie Hunter","15",1,2017,"Western Bulldogs"
"845","Brad Sheppard","15",1,2017,"West Coast"
"846","Bryce Gibbs","15",8,2017,"Carlton"
"847","Brodie Smith","15",7,2017,"Adelaide"
"848","Brad Crouch","15",4,2017,"Adelaide"
"849","Matt Crouch","15",4,2017,"Adelaide"
"850","Liam Jones","15",3,2017,"Carlton"
"851","Matthew Kreuzer","15",2,2017,"Carlton"
"852","Josh Jenkins","15",1,2017,"Adelaide"
"853","Patrick Cripps","15",1,2017,"Carlton"
"854","Jarryd Lyons","15",10,2017,"Gold Coast"
"855","Tom J. Lynch","15",8,2017,"Gold Coast"
"856","Jack Martin","15",4,2017,"Gold Coast"
"857","Jarrad Waite","15",3,2017,"North Melbourne"
"858","Gary Ablett","15",3,2017,"Gold Coast"
"859","David Swallow","15",1,2017,"Gold Coast"
"860","Luke McDonald","15",1,2017,"North Melbourne"
"861","Dustin Martin","15",10,2017,"Richmond"
"862","Kane Lambert","15",8,2017,"Richmond"
"863","Chad Wingard","15",4,2017,"Port Adelaide"
"864","Alex Rance","15",3,2017,"Richmond"
"865","Paddy Ryder","15",2,2017,"Port Adelaide"
"866","Brandon Ellis","15",2,2017,"Richmond"
"867","Dylan Grimes","15",1,2017,"Richmond"
"868","Patrick Dangerfield","15",10,2017,"Geelong"
"869","Sam Menegola","15",8,2017,"Geelong"
"870","Jonathon Patton","15",6,2017,"Greater Western Sydney"
"871","Jonathon Patton","15",6,2017,"Greater Western Sydney"
"872","Nick Haynes","15",2,2017,"Greater Western Sydney"
"873","Nick Haynes","15",2,2017,"Greater Western Sydney"
"874","Mitch Duncan","15",2,2017,"Geelong"
"875","Harry Taylor","15",1,2017,"Geelong"
"876","Nathan Wilson","15",1,2017,"Greater Western Sydney"
"877","Nathan Wilson","15",1,2017,"Greater Western Sydney"
"878","Dayne Zorko","15",10,2017,"Brisbane Lions"
"879","Eric Hipwood","15",8,2017,"Brisbane Lions"
"880","Brendon Goddard","15",4,2017,"Essendon"
"881","Daniel McStay","15",3,2017,"Brisbane Lions"
"882","Lewis Taylor","15",2,2017,"Brisbane Lions"
"883","Michael Hurley","15",2,2017,"Essendon"
"884","Alex Witherden","15",1,2017,"Brisbane Lions"
"885","Michael Walters","15",10,2017,"Fremantle"
"886","Sebastian Ross","15",6,2017,"St Kilda"
"887","Nick Suban","15",4,2017,"Fremantle"
"888","Jack Billings","15",4,2017,"St Kilda"
"889","Jake Carlisle","15",3,2017,"St Kilda"
"890","Jade Gresham","15",2,2017,"St Kilda"
"891","Tim Membrey","15",1,2017,"St Kilda"
"892","Tom Mitchell","15",10,2017,"Hawthorn"
"893","Jordan De Goey","15",6,2017,"Collingwood"
"894","Ryan Burton","15",5,2017,"Hawthorn"
"895","Daniel Howe","15",5,2017,"Hawthorn"
"896","James Sicily","15",2,2017,"Hawthorn"
"897","Jack Gunston","15",2,2017,"Hawthorn"
"898","Taylor Walker","16",9,2017,"Adelaide"
"899","Jake Lever","16",9,2017,"Adelaide"
"900","Josh Jenkins","16",5,2017,"Adelaide"
"901","Matt Crouch","16",3,2017,"Adelaide"
"902","Rory Atkins","16",2,2017,"Adelaide"
"903","Jake Kelly","16",1,2017,"Adelaide"
"904","Rory Laird","16",1,2017,"Adelaide"
"905","Tom Mitchell","16",10,2017,"Hawthorn"
"906","Jonathon Patton","16",7,2017,"Greater Western Sydney"
"907","Jonathon Patton","16",7,2017,"Greater Western Sydney"
"908","Callan Ward","16",6,2017,"Greater Western Sydney"
"909","Callan Ward","16",6,2017,"Greater Western Sydney"
"910","James Sicily","16",5,2017,"Hawthorn"
"911","Ben McEvoy","16",1,2017,"Hawthorn"
"912","Josh Kelly","16",1,2017,"Greater Western Sydney"
"913","Josh Kelly","16",1,2017,"Greater Western Sydney"
"914","Orazio Fantasia","16",8,2017,"Essendon"
"915","David Zaharakis","16",7,2017,"Essendon"
"916","Michael Hurley","16",5,2017,"Essendon"
"917","James Kelly","16",4,2017,"Essendon"
"918","Jamie Elliott","16",2,2017,"Collingwood"
"919","Steele Sidebottom","16",2,2017,"Collingwood"
"920","Dyson Heppell","16",1,2017,"Essendon"
"921","Darcy Parish","16",1,2017,"Essendon"
"922","Gary Rohan","16",10,2017,"Sydney"
"923","Dane Rampe","16",7,2017,"Sydney"
"924","Luke Parker","16",5,2017,"Sydney"
"925","Dean Towers","16",4,2017,"Sydney"
"926","Jake Lloyd","16",4,2017,"Sydney"
"927","Dayne Zorko","16",9,2017,"Brisbane Lions"
"928","Patrick Dangerfield","16",9,2017,"Geelong"
"929","Mitch Duncan","16",6,2017,"Geelong"
"930","Mark Blicavs","16",3,2017,"Geelong"
"931","Lachie Henderson","16",2,2017,"Geelong"
"932","Jed Bews","16",1,2017,"Geelong"
"933","Sebastian Ross","16",10,2017,"St Kilda"
"934","Tim Membrey","16",6,2017,"St Kilda"
"935","Jack Steven","16",6,2017,"St Kilda"
"936","Billy Longer","16",6,2017,"St Kilda"
"937","Nick Riewoldt","16",2,2017,"St Kilda"
"938","Nat Fyfe","16",10,2017,"Fremantle"
"939","Shaun Higgins","16",6,2017,"North Melbourne"
"940","Connor Blakely","16",4,2017,"Fremantle"
"941","Michael Walters","16",4,2017,"Fremantle"
"942","Ben Brown","16",2,2017,"North Melbourne"
"943","Aaron Mullett","16",2,2017,"North Melbourne"
"944","Ryan Nyhuis","16",1,2017,"Fremantle"
"945","Jack Ziebell","16",1,2017,"North Melbourne"
"946","Paddy Ryder","16",9,2017,"Port Adelaide"
"947","Charlie Dixon","16",9,2017,"Port Adelaide"
"948","Travis Boak","16",5,2017,"Port Adelaide"
"949","Justin Westhoff","16",3,2017,"Port Adelaide"
"950","Brad Ebert","16",2,2017,"Port Adelaide"
"951","Chad Wingard","16",1,2017,"Port Adelaide"
"952","Ollie Wines","16",1,2017,"Port Adelaide"
"953","Marc Murphy","16",9,2017,"Carlton"
"954","Christian Petracca","16",5,2017,"Melbourne"
"955","Tom McDonald","16",5,2017,"Melbourne"
"956","Charlie Curnow","16",5,2017,"Carlton"
"957","Clayton Oliver","16",4,2017,"Melbourne"
"958","Neville Jetta","16",1,2017,"Melbourne"
"959","Matthew Kreuzer","16",1,2017,"Carlton"
