"","supercoach","match_round","season","player_team","player_name"
"1166",126,"4",2020,"Carlton","Levi Casboult"
"1167",122,"4",2020,"Collingwood","Taylor Adams"
"1168",122,"4",2020,"Carlton","Ed Curnow"
"1169",120,"4",2020,"Greater Western Sydney","Josh Kelly"
"1170",120,"4",2020,"Geelong","Mitch Duncan"
"1171",120,"4",2020,"Sydney","Luke Parker"
"1172",119,"4",2020,"Richmond","Shane Edwards"
"1173",119,"4",2020,"North Melbourne","Jy Simpkin"
"1174",118,"4",2020,"St Kilda","Dan Butler"
"1175",118,"4",2020,"St Kilda","Tim Membrey"
"1176",118,"4",2020,"Collingwood","Brayden Maynard"
"1177",117,"4",2020,"St Kilda","Rowan Marshall"
"1178",116,"4",2020,"North Melbourne","Todd Goldstein"
"1179",116,"4",2020,"West Coast","Josh J. Kennedy"
"1180",116,"4",2020,"Brisbane Lions","Jarryd Lyons"
"1181",115,"4",2020,"Geelong","Jake Kolodjashnij"
"1182",115,"4",2020,"Collingwood","Jack Crisp"
"1183",115,"4",2020,"Carlton","Michael Gibbons"
"1184",114,"4",2020,"Gold Coast","Matthew Rowell"
"1185",114,"4",2020,"Melbourne","Angus Brayshaw"
"1186",114,"4",2020,"West Coast","Luke Shuey"
"1187",114,"4",2020,"Hawthorn","James Sicily"
"1188",114,"4",2020,"Western Bulldogs","Caleb Daniel"
"1189",114,"4",2020,"St Kilda","Jack Steele"
"1190",113,"4",2020,"St Kilda","Jack Billings"
"1191",113,"4",2020,"Fremantle","Michael Walters"
"1192",113,"4",2020,"North Melbourne","Jasper Pittard"
"1193",113,"4",2020,"Richmond","Trent Cotchin"
"1194",112,"4",2020,"Sydney","Callum Mills"
"1195",112,"4",2020,"West Coast","Andrew Gaff"
"1196",112,"4",2020,"Collingwood","Jeremy Howe"
"1197",111,"4",2020,"Melbourne","Clayton Oliver"
"1198",111,"4",2020,"Gold Coast","Touk Miller"
"1199",109,"4",2020,"Fremantle","Griffin Logue"
"1200",109,"4",2020,"Fremantle","Hayden Young"
"1201",108,"4",2020,"Geelong","Sam Menegola"
"1202",107,"4",2020,"Gold Coast","Jack Bowes"
"1203",107,"4",2020,"Port Adelaide","Brad Ebert"
"1204",107,"4",2020,"Geelong","Mark Blicavs"
"1205",106,"4",2020,"Adelaide","Brodie Smith"
"1206",106,"4",2020,"Richmond","Jack Higgins"
"1207",106,"4",2020,"Geelong","Mark O'Connor"
"1208",104,"4",2020,"Geelong","Brandan Parfitt"
"1209",104,"4",2020,"Greater Western Sydney","Callan Ward"
"1210",104,"4",2020,"Geelong","Joel Selwood"
"1211",103,"4",2020,"North Melbourne","Jed Anderson"
"1212",102,"4",2020,"Carlton","David Cuningham"
"1213",102,"4",2020,"Adelaide","Brad Crouch"
"1214",102,"4",2020,"Sydney","Jake Lloyd"
"1215",102,"4",2020,"West Coast","Brad Sheppard"
"1216",102,"4",2020,"Greater Western Sydney","Aidan Corr"
"1217",102,"4",2020,"Gold Coast","Jack Lukosius"
"1218",102,"4",2020,"West Coast","Tim Kelly"
"1219",101,"4",2020,"Sydney","Tom Papley"
"1220",101,"4",2020,"Greater Western Sydney","Nick Haynes"
"1221",100,"4",2020,"North Melbourne","Josh Walker"
"1222",100,"4",2020,"North Melbourne","Robbie Tarrant"
"1223",99,"4",2020,"Port Adelaide","Justin Westhoff"
"1224",99,"4",2020,"Hawthorn","Ricky Henderson"
"1225",99,"4",2020,"Carlton","Sam Walsh"
"1226",98,"4",2020,"Carlton","Marc Murphy"
"1227",97,"4",2020,"North Melbourne","Luke McDonald"
"1228",96,"4",2020,"Brisbane Lions","Harris Andrews"
"1229",96,"4",2020,"Port Adelaide","Scott Lycett"
"1230",96,"4",2020,"Collingwood","Rupert Wills"
"1231",96,"4",2020,"Port Adelaide","Hamish Hartlett"
"1232",96,"4",2020,"Brisbane Lions","Daniel Rich"
"1233",96,"4",2020,"St Kilda","Jack Lonie"
"1234",96,"4",2020,"Greater Western Sydney","Toby Greene"
"1235",95,"4",2020,"Western Bulldogs","Bailey Dale"
"1236",94,"4",2020,"North Melbourne","Jared Polec"
"1237",94,"4",2020,"Greater Western Sydney","Tom Green"
"1238",94,"4",2020,"Geelong","Tom Hawkins"
"1239",94,"4",2020,"Carlton","Marc Pittonet"
"1240",93,"4",2020,"Sydney","Josh P. Kennedy"
"1241",93,"4",2020,"Western Bulldogs","Bailey Smith"
"1242",93,"4",2020,"Geelong","Luke Dahlhaus"
"1243",92,"4",2020,"Western Bulldogs","Jack Macrae"
"1244",92,"4",2020,"Fremantle","Matt Taberner"
"1245",92,"4",2020,"Hawthorn","Tim O'Brien"
"1246",92,"4",2020,"Hawthorn","Liam Shiels"
"1247",92,"4",2020,"Greater Western Sydney","Jeremy Cameron"
"1248",91,"4",2020,"Melbourne","Jack Viney"
"1249",91,"4",2020,"St Kilda","Ben Long"
"1250",90,"4",2020,"Port Adelaide","Travis Boak"
"1251",90,"4",2020,"St Kilda","Hunter Clark"
"1252",89,"4",2020,"Melbourne","Christian Petracca"
"1253",89,"4",2020,"Richmond","Tom J. Lynch"
"1254",89,"4",2020,"Western Bulldogs","Bailey Williams"
"1255",89,"4",2020,"Carlton","Kade Simpson"
"1256",88,"4",2020,"Gold Coast","Jarrod Harbrow"
"1257",88,"4",2020,"Adelaide","Reilly O'Brien"
"1258",88,"4",2020,"Brisbane Lions","Charlie Cameron"
"1259",88,"4",2020,"Carlton","Will Setterfield"
"1260",87,"4",2020,"West Coast","Dom Sheed"
"1261",87,"4",2020,"North Melbourne","Marley Williams"
"1262",87,"4",2020,"Gold Coast","Brandon Ellis"
"1263",87,"4",2020,"Western Bulldogs","Jason Johannisen"
"1264",87,"4",2020,"Port Adelaide","Tom Jonas"
"1265",87,"4",2020,"Fremantle","Rory Lobb"
"1266",86,"4",2020,"Hawthorn","Jonathon Ceglar"
"1267",86,"4",2020,"Fremantle","Darcy Tucker"
"1268",86,"4",2020,"Adelaide","Rory Laird"
"1269",86,"4",2020,"Richmond","Dion Prestia"
"1270",86,"4",2020,"West Coast","Shannon Hurn"
"1271",86,"4",2020,"North Melbourne","Trent Dumont"
"1272",85,"4",2020,"Brisbane Lions","Cameron Ellis-Yolmen"
"1273",85,"4",2020,"Greater Western Sydney","Lachie Whitfield"
"1274",85,"4",2020,"Western Bulldogs","Patrick Lipinski"
"1275",85,"4",2020,"Essendon","Shaun McKernan"
"1276",84,"4",2020,"Fremantle","David Mundy"
"1277",84,"4",2020,"Port Adelaide","Karl Amon"
"1278",84,"4",2020,"Adelaide","Rory Sloane"
"1279",83,"4",2020,"Essendon","Aaron Francis"
"1280",83,"4",2020,"Fremantle","Ethan Hughes"
"1281",83,"4",2020,"Adelaide","Taylor Walker"
"1282",82,"4",2020,"Carlton","Sam Petrevski-Seton"
"1283",82,"4",2020,"Port Adelaide","Todd Marshall"
"1284",82,"4",2020,"Brisbane Lions","Zac Bailey"
"1285",82,"4",2020,"Collingwood","Tom Phillips"
"1286",82,"4",2020,"Richmond","Jayden Short"
"1287",82,"4",2020,"Melbourne","Adam Tomlinson"
"1288",82,"4",2020,"Essendon","Cale Hooker"
"1289",81,"4",2020,"Port Adelaide","Tom Rockliff"
"1290",81,"4",2020,"Brisbane Lions","Lincoln McCarthy"
"1291",81,"4",2020,"Adelaide","Jake Kelly"
"1292",81,"4",2020,"Fremantle","Brett Bewley"
"1293",81,"4",2020,"Essendon","Dylan Shiel"
"1294",81,"4",2020,"Carlton","Patrick Cripps"
"1295",81,"4",2020,"Richmond","Dustin Martin"
"1296",80,"4",2020,"Richmond","Shai Bolton"
"1297",80,"4",2020,"Port Adelaide","Zak Butters"
"1298",79,"4",2020,"Brisbane Lions","Daniel McStay"
"1299",79,"4",2020,"Essendon","Andrew McGrath"
"1300",79,"4",2020,"Port Adelaide","Tom Clurey"
"1301",79,"4",2020,"Fremantle","Luke Ryan"
"1302",79,"4",2020,"Sydney","Sam Naismith"
"1303",79,"4",2020,"Melbourne","Ed Langdon"
"1304",79,"4",2020,"Fremantle","Jesse Hogan"
"1305",79,"4",2020,"Gold Coast","Noah Anderson"
"1306",78,"4",2020,"Greater Western Sydney","Heath Shaw"
"1307",78,"4",2020,"North Melbourne","Aaron Hall"
"1308",78,"4",2020,"Fremantle","Andrew Brayshaw"
"1309",78,"4",2020,"St Kilda","Jake Carlisle"
"1310",78,"4",2020,"Geelong","Jack Henry"
"1311",78,"4",2020,"Brisbane Lions","Ryan Lester"
"1312",78,"4",2020,"Essendon","Zach Merrett"
"1313",78,"4",2020,"Western Bulldogs","Tom Liberatore"
"1314",77,"4",2020,"St Kilda","Josh Battle"
"1315",77,"4",2020,"Greater Western Sydney","Zac Williams"
"1316",77,"4",2020,"Port Adelaide","Robbie Gray"
"1317",77,"4",2020,"Adelaide","Luke Brown"
"1318",77,"4",2020,"West Coast","Tom Cole"
"1319",76,"4",2020,"Essendon","Mason Redman"
"1320",76,"4",2020,"Adelaide","Daniel Talia"
"1321",76,"4",2020,"Geelong","Jed Bews"
"1322",76,"4",2020,"Carlton","Tom Williamson"
"1323",76,"4",2020,"Port Adelaide","Dan Houston"
"1324",76,"4",2020,"Sydney","James Rowbottom"
"1325",76,"4",2020,"Adelaide","Ben Keays"
"1326",75,"4",2020,"North Melbourne","Kyron Hayden"
"1327",75,"4",2020,"Melbourne","Michael Hibberd"
"1328",75,"4",2020,"North Melbourne","Paul Ahern"
"1329",75,"4",2020,"Sydney","Ben Ronke"
"1330",74,"4",2020,"Adelaide","Myles Poholke"
"1331",74,"4",2020,"Sydney","Dane Rampe"
"1332",74,"4",2020,"Greater Western Sydney","Jeremy Finlayson"
"1333",74,"4",2020,"West Coast","Nic Naitanui"
"1334",74,"4",2020,"Western Bulldogs","Rhylee West"
"1335",74,"4",2020,"Gold Coast","Nick Holman"
"1336",74,"4",2020,"Sydney","Justin McInerney"
"1337",73,"4",2020,"Geelong","Zach Tuohy"
"1338",73,"4",2020,"St Kilda","Dan Hannebery"
"1339",73,"4",2020,"Brisbane Lions","Cam Rayner"
"1340",73,"4",2020,"Sydney","Will Hayward"
"1341",73,"4",2020,"Collingwood","Jaidyn Stephenson"
"1342",73,"4",2020,"Carlton","Jack Newnes"
"1343",73,"4",2020,"St Kilda","Jonathon Marsh"
"1344",73,"4",2020,"St Kilda","Nick Coffield"
"1345",73,"4",2020,"Fremantle","Stephen Hill"
"1346",73,"4",2020,"Essendon","Martin Gleeson"
"1347",73,"4",2020,"St Kilda","Callum Wilkie"
"1348",73,"4",2020,"North Melbourne","Tarryn Thomas"
"1349",72,"4",2020,"Geelong","Gary Ablett"
"1350",72,"4",2020,"Collingwood","John Noble"
"1351",72,"4",2020,"West Coast","Tom Barrass"
"1352",72,"4",2020,"Collingwood","Darcy Moore"
"1353",72,"4",2020,"Port Adelaide","Ollie Wines"
"1354",72,"4",2020,"Gold Coast","Sam Collins"
"1355",72,"4",2020,"West Coast","Jack Redden"
"1356",72,"4",2020,"Essendon","Michael Hurley"
"1357",71,"4",2020,"Port Adelaide","Sam Powell-Pepper"
"1358",71,"4",2020,"Fremantle","Nat Fyfe"
"1359",71,"4",2020,"Fremantle","Caleb Serong"
"1360",71,"4",2020,"Collingwood","Jordan Roughead"
"1361",71,"4",2020,"Hawthorn","Jack Scrimshaw"
"1362",71,"4",2020,"Gold Coast","Charlie Ballard"
"1363",71,"4",2020,"St Kilda","Bradley Hill"
"1364",70,"4",2020,"Sydney","George Hewett"
"1365",70,"4",2020,"Greater Western Sydney","Sam Taylor"
"1366",70,"4",2020,"Essendon","Devon Smith"
"1367",70,"4",2020,"Carlton","Jacob Weitering"
"1368",70,"4",2020,"Brisbane Lions","Grant Birchall"
"1369",69,"4",2020,"West Coast","Liam Duggan"
"1370",69,"4",2020,"Gold Coast","Ben Ainsworth"
"1371",68,"4",2020,"Gold Coast","Ben King"
"1372",68,"4",2020,"Brisbane Lions","Callum Ah Chee"
"1373",68,"4",2020,"Geelong","Gryan Miers"
"1374",68,"4",2020,"Richmond","Bachar Houli"
"1375",68,"4",2020,"Greater Western Sydney","Jacob Hopper"
"1376",68,"4",2020,"Carlton","Mitch McGovern"
"1377",68,"4",2020,"Sydney","Callum Sinclair"
"1378",67,"4",2020,"Melbourne","Steven May"
"1379",67,"4",2020,"Brisbane Lions","Eric Hipwood"
"1380",67,"4",2020,"Collingwood","Steele Sidebottom"
"1381",67,"4",2020,"Port Adelaide","Trent McKenzie"
"1382",66,"4",2020,"Greater Western Sydney","Harry Perryman"
"1383",66,"4",2020,"Western Bulldogs","Mitch Wallis"
"1384",66,"4",2020,"Collingwood","Callum L. Brown"
"1385",66,"4",2020,"West Coast","Liam Ryan"
"1386",66,"4",2020,"Collingwood","Josh Daicos"
"1387",66,"4",2020,"Western Bulldogs","Ed Richards"
"1388",65,"4",2020,"Gold Coast","Alex Sexton"
"1389",65,"4",2020,"Western Bulldogs","Zaine Cordy"
"1390",65,"4",2020,"North Melbourne","Shaun Atley"
"1391",65,"4",2020,"Adelaide","Tom Lynch"
"1392",64,"4",2020,"Sydney","Isaac Heeney"
"1393",64,"4",2020,"Western Bulldogs","Hayden Crozier"
"1394",64,"4",2020,"Brisbane Lions","Brandon Starcevich"
"1395",64,"4",2020,"Hawthorn","Luke Breust"
"1396",63,"4",2020,"Gold Coast","David Swallow"
"1397",63,"4",2020,"Carlton","Lachie Plowman"
"1398",63,"4",2020,"Richmond","David Astbury"
"1399",63,"4",2020,"Hawthorn","James Frawley"
"1400",63,"4",2020,"Essendon","David Zaharakis"
"1401",62,"4",2020,"Collingwood","Jordan De Goey"
"1402",62,"4",2020,"Geelong","Esava Ratugolea"
"1403",62,"4",2020,"Essendon","Darcy Parish"
"1404",62,"4",2020,"Essendon","Orazio Fantasia"
"1405",61,"4",2020,"Geelong","Darcy Fort"
"1406",61,"4",2020,"Gold Coast","Hugh Greenwood"
"1407",61,"4",2020,"Melbourne","James Harmes"
"1408",61,"4",2020,"West Coast","Jamie Cripps"
"1409",60,"4",2020,"Melbourne","Joel Smith"
"1410",60,"4",2020,"Richmond","Kane Lambert"
"1411",60,"4",2020,"Greater Western Sydney","Brent Daniels"
"1412",60,"4",2020,"Gold Coast","Wil Powell"
"1413",60,"4",2020,"St Kilda","Sebastian Ross"
"1414",60,"4",2020,"Brisbane Lions","Darcy Gardiner"
"1415",59,"4",2020,"Sydney","Oliver Florent"
"1416",59,"4",2020,"Western Bulldogs","Sam Lloyd"
"1417",59,"4",2020,"Fremantle","Adam Cerra"
"1418",59,"4",2020,"West Coast","Elliot Yeo"
"1419",59,"4",2020,"Western Bulldogs","Laitham Vandermeer"
"1420",59,"4",2020,"Sydney","Harry Cunningham"
"1421",59,"4",2020,"Richmond","Liam Baker"
"1422",58,"4",2020,"Port Adelaide","Riley Bonner"
"1423",58,"4",2020,"Hawthorn","Isaac Smith"
"1424",58,"4",2020,"Melbourne","Jake Lever"
"1425",58,"4",2020,"Fremantle","James Aish"
"1426",58,"4",2020,"Gold Coast","Lachie Weller"
"1427",58,"4",2020,"Essendon","Kyle Langford"
"1428",58,"4",2020,"Port Adelaide","Darcy Byrne-Jones"
"1429",58,"4",2020,"Sydney","Aliir Aliir"
"1430",57,"4",2020,"Richmond","Jack Riewoldt"
"1431",57,"4",2020,"Port Adelaide","Kane Farrell"
"1432",57,"4",2020,"Gold Coast","Sam Day"
"1433",57,"4",2020,"Collingwood","Jamie Elliott"
"1434",57,"4",2020,"North Melbourne","Curtis Taylor"
"1435",56,"4",2020,"Carlton","Jack Martin"
"1436",56,"4",2020,"Essendon","Jake Stringer"
"1437",55,"4",2020,"Richmond","Josh Caddy"
"1438",55,"4",2020,"Fremantle","Reece Conca"
"1439",54,"4",2020,"Sydney","Jordan Dawson"
"1440",54,"4",2020,"North Melbourne","Tristan Xerri"
"1441",54,"4",2020,"Hawthorn","Jaeger O'Meara"
"1442",54,"4",2020,"Essendon","Anthony McDonald-Tipungwuti"
"1443",54,"4",2020,"Western Bulldogs","Aaron Naughton"
"1444",54,"4",2020,"Western Bulldogs","Toby McLean"
"1445",53,"4",2020,"Adelaide","Billy Frampton"
"1446",53,"4",2020,"Hawthorn","Blake Hardwick"
"1447",53,"4",2020,"Port Adelaide","Connor Rozee"
"1448",53,"4",2020,"Hawthorn","Shaun Burgoyne"
"1449",53,"4",2020,"Adelaide","Lachlan Murphy"
"1450",53,"4",2020,"Hawthorn","Jack Gunston"
"1451",52,"4",2020,"Gold Coast","Darcy MacPherson"
"1452",52,"4",2020,"Adelaide","Ben Crocker"
"1453",52,"4",2020,"Western Bulldogs","Josh Bruce"
"1454",52,"4",2020,"Melbourne","Mitch Hannan"
"1455",52,"4",2020,"Melbourne","Jayden Hunt"
"1456",52,"4",2020,"St Kilda","Dean Kent"
"1457",52,"4",2020,"Melbourne","Tom McDonald"
"1458",51,"4",2020,"Melbourne","Kysaiah Pickett"
"1459",51,"4",2020,"Geelong","Gary Rohan"
"1460",51,"4",2020,"Melbourne","Christian Salem"
"1461",50,"4",2020,"Port Adelaide","Steven Motlop"
"1462",50,"4",2020,"North Melbourne","Jack Mahony"
"1463",50,"4",2020,"Adelaide","Chayce Jones"
"1464",50,"4",2020,"Richmond","Nick Vlastuin"
"1465",50,"4",2020,"St Kilda","Ben Paton"
"1466",50,"4",2020,"Essendon","Jacob Townsend"
"1467",50,"4",2020,"West Coast","Brendon Ah Chee"
"1468",49,"4",2020,"Collingwood","Mason Cox"
"1469",49,"4",2020,"Western Bulldogs","Louis Butler"
"1470",49,"4",2020,"West Coast","Jarrod Brander"
"1471",49,"4",2020,"Greater Western Sydney","Stephen Coniglio"
"1472",49,"4",2020,"Brisbane Lions","Archie Smith"
"1473",48,"4",2020,"Fremantle","Brandon Matera"
"1474",48,"4",2020,"Adelaide","Tom Doedee"
"1475",47,"4",2020,"Brisbane Lions","Dayne Zorko"
"1476",47,"4",2020,"Gold Coast","Connor Budarick"
"1477",47,"4",2020,"Greater Western Sydney","Jackson Hately"
"1478",46,"4",2020,"St Kilda","Dougal Howard"
"1479",46,"4",2020,"Richmond","Jason Castagna"
"1480",45,"4",2020,"Melbourne","Jay Lockhart"
"1481",45,"4",2020,"Richmond","Nathan Broad"
"1482",45,"4",2020,"Greater Western Sydney","Phil Davis"
"1483",45,"4",2020,"St Kilda","Zak Jones"
"1484",45,"4",2020,"Collingwood","Tyler Brown"
"1485",43,"4",2020,"St Kilda","Jade Gresham"
"1486",43,"4",2020,"St Kilda","Max King"
"1487",42,"4",2020,"Fremantle","Lachie Schultz"
"1488",42,"4",2020,"Greater Western Sydney","Matt de Boer"
"1489",41,"4",2020,"Collingwood","Brody Mihocek"
"1490",41,"4",2020,"Hawthorn","Sam Frost"
"1491",40,"4",2020,"Western Bulldogs","Alex Keath"
"1492",40,"4",2020,"Sydney","Robbie Fox"
"1493",40,"4",2020,"Fremantle","Travis Colyer"
"1494",40,"4",2020,"West Coast","Tom Hickey"
"1495",40,"4",2020,"Richmond","Dylan Grimes"
"1496",39,"4",2020,"Collingwood","Chris Mayne"
"1497",39,"4",2020,"Sydney","Hayden McLean"
"1498",39,"4",2020,"Carlton","Liam Jones"
"1499",39,"4",2020,"Hawthorn","Ben Stratton"
"1500",38,"4",2020,"Richmond","Jack Ross"
"1501",37,"4",2020,"West Coast","Lewis Jetta"
"1502",37,"4",2020,"Essendon","Tom Bellchambers"
"1503",36,"4",2020,"Adelaide","Fischer McAsey"
"1504",36,"4",2020,"Richmond","Kamdyn McIntosh"
"1505",36,"4",2020,"Greater Western Sydney","Shane Mumford"
"1506",36,"4",2020,"Geelong","Jack Steven"
"1507",35,"4",2020,"Hawthorn","Mitchell Lewis"
"1508",34,"4",2020,"West Coast","Jamaine Jones"
"1509",34,"4",2020,"Sydney","Lewis Taylor"
"1510",34,"4",2020,"North Melbourne","Cameron Zurhaar"
"1511",33,"4",2020,"Gold Coast","Pearce Hanley"
"1512",33,"4",2020,"Melbourne","Trent Rivers"
"1513",33,"4",2020,"Adelaide","Ned McHenry"
"1514",33,"4",2020,"Melbourne","Aaron vandenBerg"
"1515",32,"4",2020,"Melbourne","Bayley Fritsch"
"1516",32,"4",2020,"Carlton","Sam Philp"
"1517",31,"4",2020,"Sydney","Nick Blakey"
"1518",31,"4",2020,"Greater Western Sydney","Harry Himmelberg"
"1519",30,"4",2020,"Richmond","Sydney Stack"
"1520",30,"4",2020,"Brisbane Lions","Oscar McInerney"
"1521",29,"4",2020,"Hawthorn","Ben McEvoy"
"1522",29,"4",2020,"Collingwood","Will Hoskin-Elliott"
"1523",28,"4",2020,"Melbourne","Jake Melksham"
"1524",26,"4",2020,"Adelaide","Shane McAdam"
"1525",25,"4",2020,"Greater Western Sydney","Lachlan Ash"
"1526",24,"4",2020,"Adelaide","Elliott Himmelberg"
"1527",23,"4",2020,"Hawthorn","Tom Scully"
"1528",22,"4",2020,"West Coast","Jack Darling"
"1529",22,"4",2020,"Fremantle","Nathan Wilson"
"1530",22,"4",2020,"Adelaide","Will Hamill"
"1531",21,"4",2020,"Essendon","Will Snelling"
"1532",20,"4",2020,"North Melbourne","Jack Ziebell"
"1533",18,"4",2020,"Geelong","Tom Stewart"
"1534",17,"4",2020,"North Melbourne","Ben Brown"
"1535",16,"4",2020,"West Coast","Will Schofield"
"1536",16,"4",2020,"Essendon","Brayden Ham"
"1537",14,"4",2020,"Hawthorn","Oliver Hanrahan"
"1538",13,"4",2020,"Carlton","Eddie Betts"
"1539",12,"4",2020,"Geelong","Tom Atkins"
"1540",4,"4",2020,"Carlton","Jack Silvagni"
"1541",163,"5",2020,"Melbourne","Max Gawn"
"1542",158,"5",2020,"Richmond","Kane Lambert"
"1543",156,"5",2020,"Essendon","Dylan Shiel"
"1544",152,"5",2020,"Geelong","Tom Hawkins"
"1545",151,"5",2020,"Collingwood","Brodie Grundy"
"1546",148,"5",2020,"Greater Western Sydney","Nick Haynes"
"1547",144,"5",2020,"Fremantle","Andrew Brayshaw"
"1548",138,"5",2020,"Western Bulldogs","Josh Bruce"
"1549",137,"5",2020,"North Melbourne","Todd Goldstein"
"1550",136,"5",2020,"St Kilda","Jack Steele"
"1551",136,"5",2020,"Greater Western Sydney","Harry Perryman"
"1552",134,"5",2020,"Fremantle","Adam Cerra"
"1553",133,"5",2020,"Port Adelaide","Travis Boak"
"1554",132,"5",2020,"Gold Coast","Hugh Greenwood"
"1555",132,"5",2020,"Sydney","Jake Lloyd"
"1556",130,"5",2020,"Brisbane Lions","Lachie Neale"
"1557",128,"5",2020,"St Kilda","Rowan Marshall"
"1558",127,"5",2020,"Greater Western Sydney","Phil Davis"
"1559",126,"5",2020,"Greater Western Sydney","Heath Shaw"
"1560",125,"5",2020,"Western Bulldogs","Tim English"
"1561",124,"5",2020,"Brisbane Lions","Jarryd Lyons"
"1562",124,"5",2020,"Port Adelaide","Zak Butters"
"1563",123,"5",2020,"Brisbane Lions","Oscar McInerney"
"1564",122,"5",2020,"Greater Western Sydney","Harry Himmelberg"
"1565",122,"5",2020,"Greater Western Sydney","Josh Kelly"
"1566",122,"5",2020,"Essendon","Jordan Ridley"
"1567",121,"5",2020,"Brisbane Lions","Jarrod Berry"
"1568",121,"5",2020,"West Coast","Elliot Yeo"
"1569",121,"5",2020,"Fremantle","David Mundy"
"1570",121,"5",2020,"Carlton","Jack Martin"
"1571",119,"5",2020,"St Kilda","Nick Coffield"
"1572",119,"5",2020,"West Coast","Dom Sheed"
"1573",119,"5",2020,"Sydney","Callum Mills"
"1574",119,"5",2020,"Collingwood","Adam Treloar"
"1575",118,"5",2020,"Hawthorn","Jack Gunston"
"1576",118,"5",2020,"Melbourne","Steven May"
"1577",117,"5",2020,"Port Adelaide","Dan Houston"
"1578",117,"5",2020,"Geelong","Mitch Duncan"
"1579",117,"5",2020,"West Coast","Oscar Allen"
"1580",116,"5",2020,"West Coast","Brad Sheppard"
"1581",116,"5",2020,"Brisbane Lions","Hugh McCluggage"
"1582",116,"5",2020,"Adelaide","Tom Doedee"
"1583",116,"5",2020,"Carlton","Patrick Cripps"
"1584",116,"5",2020,"Geelong","Sam Menegola"
"1585",116,"5",2020,"Collingwood","Brayden Maynard"
"1586",116,"5",2020,"St Kilda","Jack Billings"
"1587",115,"5",2020,"Hawthorn","Ben McEvoy"
"1588",114,"5",2020,"Richmond","Jack Higgins"
"1589",114,"5",2020,"Western Bulldogs","Hayden Crozier"
"1590",113,"5",2020,"Adelaide","Matt Crouch"
"1591",113,"5",2020,"St Kilda","Callum Wilkie"
"1592",112,"5",2020,"Gold Coast","Nick Holman"
"1593",111,"5",2020,"Greater Western Sydney","Jeremy Finlayson"
"1594",111,"5",2020,"Melbourne","Christian Petracca"
"1595",110,"5",2020,"Sydney","Luke Parker"
"1596",110,"5",2020,"Adelaide","Brad Crouch"
"1597",110,"5",2020,"Essendon","Andrew Phillips"
"1598",109,"5",2020,"Fremantle","Luke Ryan"
"1599",108,"5",2020,"Western Bulldogs","Jason Johannisen"
"1600",107,"5",2020,"Western Bulldogs","Caleb Daniel"
"1601",107,"5",2020,"St Kilda","Sebastian Ross"
"1602",107,"5",2020,"Adelaide","Rory Laird"
"1603",107,"5",2020,"West Coast","Nic Naitanui"
"1604",107,"5",2020,"Geelong","Darcy Fort"
"1605",106,"5",2020,"Fremantle","Griffin Logue"
"1606",106,"5",2020,"Greater Western Sydney","Toby Greene"
"1607",104,"5",2020,"Fremantle","James Aish"
"1608",104,"5",2020,"Geelong","Patrick Dangerfield"
"1609",103,"5",2020,"St Kilda","Dean Kent"
"1610",103,"5",2020,"Collingwood","Taylor Adams"
"1611",103,"5",2020,"Essendon","Anthony McDonald-Tipungwuti"
"1612",103,"5",2020,"Melbourne","Michael Hibberd"
"1613",103,"5",2020,"Greater Western Sydney","Stephen Coniglio"
"1614",101,"5",2020,"Hawthorn","Tom Mitchell"
"1615",101,"5",2020,"Brisbane Lions","Charlie Cameron"
"1616",100,"5",2020,"Hawthorn","Jaeger O'Meara"
"1617",100,"5",2020,"North Melbourne","Curtis Taylor"
"1618",100,"5",2020,"Adelaide","Ben Keays"
"1619",100,"5",2020,"West Coast","Jamie Cripps"
"1620",99,"5",2020,"West Coast","Jack Darling"
"1621",99,"5",2020,"Brisbane Lions","Cam Rayner"
"1622",99,"5",2020,"Western Bulldogs","Laitham Vandermeer"
"1623",98,"5",2020,"North Melbourne","Robbie Tarrant"
"1624",98,"5",2020,"Brisbane Lions","Daniel McStay"
"1625",98,"5",2020,"Geelong","Brandan Parfitt"
"1626",97,"5",2020,"North Melbourne","Jy Simpkin"
"1627",97,"5",2020,"Carlton","Will Setterfield"
"1628",97,"5",2020,"Brisbane Lions","Daniel Rich"
"1629",97,"5",2020,"Sydney","Oliver Florent"
"1630",97,"5",2020,"Gold Coast","Lachie Weller"
"1631",97,"5",2020,"North Melbourne","Trent Dumont"
"1632",97,"5",2020,"Essendon","Brayden Ham"
"1633",96,"5",2020,"Richmond","Josh Caddy"
"1634",96,"5",2020,"Melbourne","Clayton Oliver"
"1635",96,"5",2020,"Carlton","Lachie Plowman"
"1636",95,"5",2020,"Melbourne","James Harmes"
"1637",95,"5",2020,"Collingwood","Josh Daicos"
"1638",95,"5",2020,"Essendon","Jake Stringer"
"1639",95,"5",2020,"Geelong","Jack Steven"
"1640",95,"5",2020,"Brisbane Lions","Lincoln McCarthy"
"1641",95,"5",2020,"St Kilda","Dan Butler"
"1642",95,"5",2020,"Geelong","Joel Selwood"
"1643",95,"5",2020,"Adelaide","Reilly O'Brien"
"1644",94,"5",2020,"Western Bulldogs","Patrick Lipinski"
"1645",94,"5",2020,"Gold Coast","David Swallow"
"1646",94,"5",2020,"Western Bulldogs","Easton Wood"
"1647",93,"5",2020,"Geelong","Zach Tuohy"
