"","supercoach","match_round","season","player_team","player_name"
"3116",20,"8",2020,"Gold Coast","Ben King"
"3117",19,"8",2020,"Carlton","Callum Moore"
"3118",15,"8",2020,"Adelaide","Brad Crouch"
"3119",14,"8",2020,"Western Bulldogs","Cody Weightman"
"3120",14,"8",2020,"Fremantle","Michael Frederick"
"3121",12,"8",2020,"Collingwood","Atu Bosenavulagi"
"3122",7,"8",2020,"Hawthorn","Mitchell Lewis"
"3123",0,"8",2020,"Fremantle","Darcy Tucker"
"3124",0,"8",2020,"Melbourne","Neville Jetta"
"3125",184,"9",2020,"Richmond","Dustin Martin"
"3126",170,"9",2020,"Brisbane Lions","Alex Witherden"
"3127",164,"9",2020,"Hawthorn","Tom Mitchell"
"3128",162,"9",2020,"Western Bulldogs","Jack Macrae"
"3129",157,"9",2020,"Brisbane Lions","Lachie Neale"
"3130",149,"9",2020,"Carlton","Patrick Cripps"
"3131",148,"9",2020,"Greater Western Sydney","Lachie Whitfield"
"3132",146,"9",2020,"West Coast","Nic Naitanui"
"3133",145,"9",2020,"Geelong","Tom Stewart"
"3134",144,"9",2020,"North Melbourne","Jed Anderson"
"3135",143,"9",2020,"Port Adelaide","Ollie Wines"
"3136",141,"9",2020,"Collingwood","Steele Sidebottom"
"3137",140,"9",2020,"North Melbourne","Todd Goldstein"
"3138",139,"9",2020,"Port Adelaide","Karl Amon"
"3139",136,"9",2020,"North Melbourne","Luke McDonald"
"3140",135,"9",2020,"West Coast","Dom Sheed"
"3141",134,"9",2020,"Greater Western Sydney","Jacob Hopper"
"3142",134,"9",2020,"North Melbourne","Aaron Hall"
"3143",134,"9",2020,"Geelong","Mitch Duncan"
"3144",131,"9",2020,"Fremantle","Luke Ryan"
"3145",129,"9",2020,"St Kilda","Nick Hind"
"3146",129,"9",2020,"St Kilda","Jack Steele"
"3147",126,"9",2020,"Greater Western Sydney","Tim Taranto"
"3148",126,"9",2020,"Sydney","Jake Lloyd"
"3149",126,"9",2020,"North Melbourne","Trent Dumont"
"3150",124,"9",2020,"Port Adelaide","Sam Mayes"
"3151",124,"9",2020,"Brisbane Lions","Jarrod Berry"
"3152",123,"9",2020,"St Kilda","Zak Jones"
"3153",121,"9",2020,"Geelong","Cameron Guthrie"
"3154",121,"9",2020,"Greater Western Sydney","Stephen Coniglio"
"3155",121,"9",2020,"Geelong","Patrick Dangerfield"
"3156",118,"9",2020,"Collingwood","Brodie Grundy"
"3157",117,"9",2020,"Hawthorn","James Worpel"
"3158",116,"9",2020,"Collingwood","Brayden Maynard"
"3159",116,"9",2020,"Brisbane Lions","Lincoln McCarthy"
"3160",116,"9",2020,"West Coast","Luke Shuey"
"3161",115,"9",2020,"West Coast","Liam Duggan"
"3162",115,"9",2020,"Port Adelaide","Justin Westhoff"
"3163",115,"9",2020,"Brisbane Lions","Jarryd Lyons"
"3164",114,"9",2020,"Fremantle","Caleb Serong"
"3165",112,"9",2020,"Hawthorn","Chad Wingard"
"3166",112,"9",2020,"Greater Western Sydney","Zac Williams"
"3167",112,"9",2020,"Fremantle","Nat Fyfe"
"3168",112,"9",2020,"Sydney","Robbie Fox"
"3169",110,"9",2020,"Greater Western Sydney","Nick Haynes"
"3170",110,"9",2020,"St Kilda","Jade Gresham"
"3171",110,"9",2020,"Gold Coast","Sam Collins"
"3172",110,"9",2020,"Fremantle","David Mundy"
"3173",109,"9",2020,"North Melbourne","Shaun Higgins"
"3174",107,"9",2020,"Sydney","Luke Parker"
"3175",107,"9",2020,"Richmond","Noah Balta"
"3176",107,"9",2020,"Brisbane Lions","Charlie Cameron"
"3177",107,"9",2020,"Greater Western Sydney","Harry Himmelberg"
"3178",107,"9",2020,"Adelaide","Paul Seedsman"
"3179",107,"9",2020,"Hawthorn","Liam Shiels"
"3180",106,"9",2020,"Richmond","Marlion Pickett"
"3181",106,"9",2020,"Fremantle","Andrew Brayshaw"
"3182",106,"9",2020,"Greater Western Sydney","Josh Kelly"
"3183",106,"9",2020,"Melbourne","Jake Lever"
"3184",106,"9",2020,"Richmond","Trent Cotchin"
"3185",106,"9",2020,"Carlton","Jacob Weitering"
"3186",105,"9",2020,"Melbourne","Clayton Oliver"
"3187",105,"9",2020,"Geelong","Sam Menegola"
"3188",105,"9",2020,"West Coast","Josh J. Kennedy"
"3189",104,"9",2020,"Hawthorn","Jack Gunston"
"3190",104,"9",2020,"Brisbane Lions","Zac Bailey"
"3191",104,"9",2020,"Greater Western Sydney","Sam Jacobs"
"3192",104,"9",2020,"Port Adelaide","Travis Boak"
"3193",103,"9",2020,"Port Adelaide","Tom Rockliff"
"3194",103,"9",2020,"Collingwood","Adam Treloar"
"3195",103,"9",2020,"Fremantle","Matt Taberner"
"3196",102,"9",2020,"Hawthorn","Jaeger O'Meara"
"3197",102,"9",2020,"Collingwood","John Noble"
"3198",102,"9",2020,"Collingwood","Darcy Moore"
"3199",102,"9",2020,"Melbourne","Christian Salem"
"3200",102,"9",2020,"St Kilda","Jack Sinclair"
"3201",100,"9",2020,"Brisbane Lions","Cameron Ellis-Yolmen"
"3202",100,"9",2020,"Western Bulldogs","Caleb Daniel"
"3203",100,"9",2020,"Fremantle","Rory Lobb"
"3204",99,"9",2020,"Collingwood","Jack Crisp"
"3205",99,"9",2020,"Carlton","Jack Martin"
"3206",99,"9",2020,"Melbourne","Christian Petracca"
"3207",98,"9",2020,"Richmond","Jason Castagna"
"3208",97,"9",2020,"Richmond","Tom J. Lynch"
"3209",96,"9",2020,"Western Bulldogs","Marcus Bontempelli"
"3210",96,"9",2020,"North Melbourne","Shaun Atley"
"3211",96,"9",2020,"Western Bulldogs","Mitch Wallis"
"3212",96,"9",2020,"Western Bulldogs","Tom Liberatore"
"3213",95,"9",2020,"Carlton","Ed Curnow"
"3214",95,"9",2020,"Richmond","Dylan Grimes"
"3215",95,"9",2020,"Port Adelaide","Dan Houston"
"3216",95,"9",2020,"North Melbourne","Jack Mahony"
"3217",95,"9",2020,"Gold Coast","Jack Bowes"
"3218",94,"9",2020,"Richmond","Jayden Short"
"3219",94,"9",2020,"St Kilda","Max King"
"3220",94,"9",2020,"Adelaide","Reilly O'Brien"
"3221",93,"9",2020,"Sydney","Harry Cunningham"
"3222",93,"9",2020,"Adelaide","Rory Laird"
"3223",93,"9",2020,"St Kilda","Jack Billings"
"3224",93,"9",2020,"West Coast","Jack Darling"
"3225",93,"9",2020,"Fremantle","Nathan Wilson"
"3226",93,"9",2020,"Richmond","Nathan Broad"
"3227",93,"9",2020,"Hawthorn","Blake Hardwick"
"3228",93,"9",2020,"Greater Western Sydney","Jeremy Finlayson"
"3229",92,"9",2020,"Essendon","Darcy Parish"
"3230",92,"9",2020,"Sydney","James Rowbottom"
"3231",92,"9",2020,"Greater Western Sydney","Matt de Boer"
"3232",92,"9",2020,"Fremantle","Lachie Schultz"
"3233",92,"9",2020,"Brisbane Lions","Harris Andrews"
"3234",91,"9",2020,"Melbourne","Steven May"
"3235",91,"9",2020,"Western Bulldogs","Jason Johannisen"
"3236",91,"9",2020,"Brisbane Lions","Oscar McInerney"
"3237",91,"9",2020,"Carlton","Sam Docherty"
"3238",90,"9",2020,"St Kilda","Rowan Marshall"
"3239",90,"9",2020,"Geelong","Mark Blicavs"
"3240",90,"9",2020,"West Coast","Tim Kelly"
"3241",89,"9",2020,"Sydney","Callum Sinclair"
"3242",89,"9",2020,"Brisbane Lions","Noah Answerth"
"3243",89,"9",2020,"St Kilda","Nick Coffield"
"3244",89,"9",2020,"Hawthorn","Jonathon Ceglar"
"3245",89,"9",2020,"Essendon","Andrew McGrath"
"3246",88,"9",2020,"Essendon","Jordan Ridley"
"3247",88,"9",2020,"Hawthorn","James Sicily"
"3248",87,"9",2020,"North Melbourne","Cameron Zurhaar"
"3249",87,"9",2020,"Port Adelaide","Xavier Duursma"
"3250",87,"9",2020,"Essendon","Zach Merrett"
"3251",87,"9",2020,"Port Adelaide","Zak Butters"
"3252",87,"9",2020,"North Melbourne","Josh Walker"
"3253",87,"9",2020,"Essendon","Will Snelling"
"3254",87,"9",2020,"Gold Coast","Brandon Ellis"
"3255",87,"9",2020,"West Coast","Elliot Yeo"
"3256",87,"9",2020,"Essendon","Michael Hurley"
"3257",87,"9",2020,"West Coast","Jamie Cripps"
"3258",87,"9",2020,"Melbourne","Max Gawn"
"3259",86,"9",2020,"Hawthorn","Shaun Burgoyne"
"3260",86,"9",2020,"Greater Western Sydney","Harry Perryman"
"3261",85,"9",2020,"Fremantle","Mitchell Crowden"
"3262",85,"9",2020,"Hawthorn","Isaac Smith"
"3263",85,"9",2020,"Geelong","Zach Tuohy"
"3264",85,"9",2020,"Sydney","Oliver Florent"
"3265",85,"9",2020,"Hawthorn","Ben McEvoy"
"3266",84,"9",2020,"Port Adelaide","Tom Jonas"
"3267",84,"9",2020,"Gold Coast","Jack Lukosius"
"3268",84,"9",2020,"North Melbourne","Bailey Scott"
"3269",84,"9",2020,"Port Adelaide","Hamish Hartlett"
"3270",83,"9",2020,"Brisbane Lions","Grant Birchall"
"3271",83,"9",2020,"St Kilda","Dan Butler"
"3272",83,"9",2020,"Sydney","Callum Mills"
"3273",82,"9",2020,"Richmond","Jack Higgins"
"3274",82,"9",2020,"Melbourne","Jack Viney"
"3275",82,"9",2020,"Western Bulldogs","Bailey Williams"
"3276",82,"9",2020,"Carlton","Levi Casboult"
"3277",82,"9",2020,"Adelaide","Matt Crouch"
"3278",81,"9",2020,"St Kilda","Shane Savage"
"3279",81,"9",2020,"Brisbane Lions","Dayne Zorko"
"3280",81,"9",2020,"St Kilda","Paddy Ryder"
"3281",80,"9",2020,"St Kilda","Callum Wilkie"
"3282",80,"9",2020,"Geelong","Jack Henry"
"3283",80,"9",2020,"Geelong","Sam Simpson"
"3284",80,"9",2020,"Geelong","Lachie Henderson"
"3285",80,"9",2020,"Richmond","Mabior Chol"
"3286",80,"9",2020,"Richmond","Liam Baker"
"3287",80,"9",2020,"Gold Coast","Touk Miller"
"3288",80,"9",2020,"Greater Western Sydney","Phil Davis"
"3289",79,"9",2020,"St Kilda","Hunter Clark"
"3290",79,"9",2020,"Geelong","Tom Hawkins"
"3291",79,"9",2020,"Port Adelaide","Sam Powell-Pepper"
"3292",79,"9",2020,"North Melbourne","Luke Davies-Uniacke"
"3293",78,"9",2020,"Adelaide","Tom Lynch"
"3294",78,"9",2020,"Hawthorn","Luke Breust"
"3295",78,"9",2020,"Richmond","Oleg Markov"
"3296",78,"9",2020,"Sydney","Tom McCartin"
"3297",78,"9",2020,"Collingwood","Jamie Elliott"
"3298",77,"9",2020,"North Melbourne","Majak Daw"
"3299",77,"9",2020,"Adelaide","Shane McAdam"
"3300",77,"9",2020,"Brisbane Lions","Callum Ah Chee"
"3301",76,"9",2020,"Port Adelaide","Charlie Dixon"
"3302",76,"9",2020,"North Melbourne","Jasper Pittard"
"3303",76,"9",2020,"Essendon","Dylan Shiel"
"3304",76,"9",2020,"Brisbane Lions","Mitch Robinson"
"3305",76,"9",2020,"Western Bulldogs","Bailey Smith"
"3306",75,"9",2020,"Melbourne","Ed Langdon"
"3307",75,"9",2020,"Richmond","Shai Bolton"
"3308",75,"9",2020,"Richmond","Jake Aarts"
"3309",75,"9",2020,"Melbourne","Michael Hibberd"
"3310",75,"9",2020,"Gold Coast","Ben Ainsworth"
"3311",74,"9",2020,"Brisbane Lions","Hugh McCluggage"
"3312",74,"9",2020,"Greater Western Sydney","Lachlan Ash"
"3313",74,"9",2020,"Gold Coast","Jarrod Witts"
"3314",73,"9",2020,"Gold Coast","Lachie Weller"
"3315",73,"9",2020,"Essendon","Sam Draper"
"3316",73,"9",2020,"Fremantle","Tobe Watson"
"3317",73,"9",2020,"Geelong","Harry Taylor"
"3318",73,"9",2020,"Essendon","Devon Smith"
"3319",72,"9",2020,"St Kilda","Dougal Howard"
"3320",72,"9",2020,"Richmond","Jack Ross"
"3321",72,"9",2020,"Collingwood","Brody Mihocek"
"3322",72,"9",2020,"North Melbourne","Jamie Macmillan"
"3323",72,"9",2020,"Geelong","Esava Ratugolea"
"3324",72,"9",2020,"Fremantle","Adam Cerra"
"3325",72,"9",2020,"Port Adelaide","Robbie Gray"
"3326",72,"9",2020,"Port Adelaide","Kane Farrell"
"3327",71,"9",2020,"Port Adelaide","Darcy Byrne-Jones"
"3328",71,"9",2020,"Gold Coast","Noah Anderson"
"3329",71,"9",2020,"Adelaide","Jake Kelly"
"3330",71,"9",2020,"Adelaide","Kyle Hartigan"
"3331",70,"9",2020,"Richmond","Kane Lambert"
"3332",70,"9",2020,"West Coast","Oscar Allen"
"3333",70,"9",2020,"Gold Coast","Nick Holman"
"3334",70,"9",2020,"Greater Western Sydney","Jye Caldwell"
"3335",70,"9",2020,"Western Bulldogs","Toby McLean"
"3336",69,"9",2020,"Sydney","Dane Rampe"
"3337",69,"9",2020,"Fremantle","Brett Bewley"
"3338",69,"9",2020,"Gold Coast","Hugh Greenwood"
"3339",69,"9",2020,"Carlton","Marc Pittonet"
"3340",69,"9",2020,"Richmond","Ivan Soldo"
"3341",69,"9",2020,"Fremantle","Reece Conca"
"3342",69,"9",2020,"Greater Western Sydney","Aidan Corr"
"3343",68,"9",2020,"Carlton","Michael Gibbons"
"3344",68,"9",2020,"West Coast","Tom Barrass"
"3345",68,"9",2020,"Sydney","James Bell"
"3346",68,"9",2020,"Collingwood","Josh Daicos"
"3347",68,"9",2020,"Brisbane Lions","Cam Rayner"
"3348",67,"9",2020,"Sydney","Jordan Dawson"
"3349",67,"9",2020,"West Coast","Brad Sheppard"
"3350",67,"9",2020,"Collingwood","Taylor Adams"
"3351",67,"9",2020,"Gold Coast","David Swallow"
"3352",67,"9",2020,"Brisbane Lions","Darcy Gardiner"
"3353",66,"9",2020,"Richmond","Derek Eggmolesse-Smith"
"3354",66,"9",2020,"Adelaide","Daniel Talia"
"3355",66,"9",2020,"Port Adelaide","Jarrod Lienert"
"3356",66,"9",2020,"West Coast","Andrew Gaff"
"3357",66,"9",2020,"Hawthorn","Harry Morrison"
"3358",66,"9",2020,"Carlton","Harry McKay"
"3359",65,"9",2020,"North Melbourne","Aiden Bonar"
"3360",65,"9",2020,"Western Bulldogs","Laitham Vandermeer"
"3361",65,"9",2020,"Hawthorn","Tom Scully"
"3362",65,"9",2020,"St Kilda","Ben Paton"
"3363",64,"9",2020,"North Melbourne","Ben McKay"
"3364",64,"9",2020,"Fremantle","Sean Darcy"
"3365",64,"9",2020,"Western Bulldogs","Ed Richards"
"3366",64,"9",2020,"Adelaide","Elliott Himmelberg"
"3367",64,"9",2020,"Melbourne","Tom Sparrow"
"3368",63,"9",2020,"Fremantle","Ethan Hughes"
"3369",63,"9",2020,"Collingwood","Jack Madgen"
"3370",63,"9",2020,"Port Adelaide","Connor Rozee"
"3371",63,"9",2020,"Western Bulldogs","Jackson Trengove"
"3372",63,"9",2020,"Brisbane Lions","Sam Skinner"
"3373",63,"9",2020,"Fremantle","Connor Blakely"
"3374",63,"9",2020,"Greater Western Sydney","Jeremy Cameron"
"3375",63,"9",2020,"West Coast","Shannon Hurn"
"3376",63,"9",2020,"Carlton","Liam Jones"
"3377",63,"9",2020,"Carlton","Matthew Kennedy"
"3378",62,"9",2020,"Carlton","Jack Newnes"
"3379",62,"9",2020,"Greater Western Sydney","Brent Daniels"
"3380",62,"9",2020,"St Kilda","Bradley Hill"
"3381",62,"9",2020,"Western Bulldogs","Josh Bruce"
"3382",62,"9",2020,"Adelaide","Lachlan Murphy"
"3383",62,"9",2020,"Western Bulldogs","Hayden Crozier"
"3384",61,"9",2020,"Hawthorn","Jarman Impey"
"3385",61,"9",2020,"Gold Coast","Darcy MacPherson"
"3386",61,"9",2020,"Melbourne","Nathan Jones"
"3387",61,"9",2020,"St Kilda","Jarryn Geary"
"3388",61,"9",2020,"Gold Coast","Jarrod Harbrow"
"3389",60,"9",2020,"Carlton","Eddie Betts"
"3390",60,"9",2020,"Melbourne","James Harmes"
"3391",60,"9",2020,"North Melbourne","Kyron Hayden"
"3392",60,"9",2020,"Carlton","Tom Williamson"
"3393",60,"9",2020,"Hawthorn","Tim O'Brien"
"3394",60,"9",2020,"St Kilda","Josh Battle"
"3395",59,"9",2020,"Adelaide","Ben Keays"
"3396",59,"9",2020,"Adelaide","Andrew McPherson"
"3397",59,"9",2020,"Collingwood","Jaidyn Stephenson"
"3398",58,"9",2020,"Essendon","Aaron Francis"
"3399",58,"9",2020,"Adelaide","Bryce Gibbs"
"3400",58,"9",2020,"Richmond","Sydney Stack"
"3401",58,"9",2020,"Essendon","Tom Cutler"
"3402",58,"9",2020,"West Coast","Tom Cole"
"3403",57,"9",2020,"West Coast","Jake Waterman"
"3404",57,"9",2020,"Essendon","Mason Redman"
"3405",57,"9",2020,"Essendon","Adam Saad"
"3406",57,"9",2020,"Carlton","Marc Murphy"
"3407",57,"9",2020,"Sydney","Tom Papley"
"3408",57,"9",2020,"Hawthorn","Will Day"
"3409",56,"9",2020,"Geelong","Charlie Constable"
"3410",56,"9",2020,"North Melbourne","Jy Simpkin"
"3411",56,"9",2020,"Sydney","Will Hayward"
"3412",56,"9",2020,"Melbourne","Angus Brayshaw"
"3413",56,"9",2020,"Melbourne","Jay Lockhart"
"3414",56,"9",2020,"Sydney","Sam Reid"
"3415",55,"9",2020,"Port Adelaide","Mitchell Georgiades"
"3416",55,"9",2020,"Port Adelaide","Tom Clurey"
"3417",55,"9",2020,"Carlton","Kade Simpson"
"3418",55,"9",2020,"Carlton","Lachie Plowman"
"3419",55,"9",2020,"West Coast","Liam Ryan"
"3420",54,"9",2020,"North Melbourne","Nick Larkey"
"3421",54,"9",2020,"Adelaide","Rory Atkins"
"3422",54,"9",2020,"Geelong","Gryan Miers"
"3423",53,"9",2020,"Brisbane Lions","Brandon Starcevich"
"3424",53,"9",2020,"North Melbourne","Robbie Tarrant"
"3425",53,"9",2020,"Brisbane Lions","Eric Hipwood"
"3426",53,"9",2020,"Geelong","Bradley Close"
"3427",53,"9",2020,"Adelaide","Tyson Stengle"
"3428",53,"9",2020,"Fremantle","Brennan Cox"
"3429",53,"9",2020,"Collingwood","Darcy Cameron"
"3430",52,"9",2020,"Carlton","Sam Walsh"
"3431",52,"9",2020,"Adelaide","Brodie Smith"
"3432",52,"9",2020,"Geelong","Brandan Parfitt"
"3433",52,"9",2020,"Gold Coast","Pearce Hanley"
"3434",52,"9",2020,"Collingwood","Isaac Quaynor"
"3435",51,"9",2020,"St Kilda","Tim Membrey"
"3436",51,"9",2020,"Gold Coast","Wil Powell"
"3437",50,"9",2020,"Western Bulldogs","Tim English"
"3438",50,"9",2020,"Fremantle","Travis Colyer"
"3439",50,"9",2020,"Collingwood","Tom Phillips"
"3440",50,"9",2020,"Melbourne","Tom McDonald"
"3441",50,"9",2020,"Carlton","Will Setterfield"
"3442",50,"9",2020,"Gold Coast","Connor Budarick"
"3443",49,"9",2020,"Geelong","Jake Kolodjashnij"
"3444",49,"9",2020,"Port Adelaide","Brad Ebert"
"3445",48,"9",2020,"Melbourne","Bayley Fritsch"
"3446",48,"9",2020,"West Coast","Brendon Ah Chee"
"3447",48,"9",2020,"Geelong","Mark O'Connor"
"3448",48,"9",2020,"Hawthorn","Sam Frost"
"3449",48,"9",2020,"Western Bulldogs","Zaine Cordy"
"3450",48,"9",2020,"Brisbane Lions","Connor Ballenden"
"3451",47,"9",2020,"Collingwood","Brayden Sier"
"3452",46,"9",2020,"Melbourne","Oscar McDonald"
"3453",46,"9",2020,"Essendon","Anthony McDonald-Tipungwuti"
"3454",45,"9",2020,"Port Adelaide","Peter Ladhams"
"3455",45,"9",2020,"Fremantle","Taylin Duman"
"3456",45,"9",2020,"Sydney","Sam Gray"
"3457",45,"9",2020,"Essendon","David Zaharakis"
"3458",44,"9",2020,"Geelong","Jed Bews"
"3459",44,"9",2020,"Melbourne","Kysaiah Pickett"
"3460",44,"9",2020,"Collingwood","Will Hoskin-Elliott"
"3461",44,"9",2020,"Sydney","Aliir Aliir"
"3462",44,"9",2020,"Sydney","Lewis Taylor"
"3463",44,"9",2020,"Adelaide","Chayce Jones"
"3464",43,"9",2020,"Collingwood","Travis Varcoe"
"3465",43,"9",2020,"Essendon","Brandon Zerk-Thatcher"
"3466",43,"9",2020,"Melbourne","Jake Melksham"
"3467",43,"9",2020,"North Melbourne","Curtis Taylor"
"3468",42,"9",2020,"Gold Coast","Charlie Ballard"
"3469",42,"9",2020,"Essendon","Tom Bellchambers"
"3470",42,"9",2020,"Collingwood","Mark Keane"
"3471",42,"9",2020,"Hawthorn","James Frawley"
"3472",41,"9",2020,"Richmond","Kamdyn McIntosh"
"3473",41,"9",2020,"Hawthorn","Jack Scrimshaw"
"3474",41,"9",2020,"Western Bulldogs","Patrick Lipinski"
"3475",41,"9",2020,"Greater Western Sydney","Toby Greene"
"3476",40,"9",2020,"Melbourne","Sam Weideman"
"3477",40,"9",2020,"West Coast","Brayden Ainsworth"
"3478",40,"9",2020,"Carlton","Sam Petrevski-Seton"
"3479",39,"9",2020,"Greater Western Sydney","Lachlan Keeffe"
"3480",39,"9",2020,"Adelaide","Kieran Strachan"
"3481",39,"9",2020,"Sydney","Nick Blakey"
"3482",39,"9",2020,"Gold Coast","Alex Sexton"
"3483",38,"9",2020,"Western Bulldogs","Alex Keath"
"3484",38,"9",2020,"Carlton","Callum Moore"
"3485",38,"9",2020,"Adelaide","Luke Brown"
"3486",38,"9",2020,"Hawthorn","Ben Stratton"
"3487",37,"9",2020,"Collingwood","Josh Thomas"
"3488",37,"9",2020,"West Coast","Jackson Nelson"
"3489",37,"9",2020,"Essendon","Martin Gleeson"
"3490",35,"9",2020,"Richmond","Jack Riewoldt"
"3491",35,"9",2020,"Western Bulldogs","Sam Lloyd"
"3492",34,"9",2020,"Western Bulldogs","Easton Wood"
"3493",34,"9",2020,"Greater Western Sydney","Zac Langdon"
"3494",34,"9",2020,"St Kilda","Matthew Parker"
"3495",34,"9",2020,"Gold Coast","Izak Rankine"
"3496",34,"9",2020,"Essendon","James Stewart"
"3497",33,"9",2020,"Fremantle","Brandon Matera"
"3498",33,"9",2020,"Sydney","Matthew Ling"
"3499",32,"9",2020,"Greater Western Sydney","Heath Shaw"
"3500",32,"9",2020,"Carlton","David Cuningham"
"3501",31,"9",2020,"Sydney","Elijah Taylor"
"3502",30,"9",2020,"Gold Coast","Sam Day"
"3503",30,"9",2020,"Essendon","Jacob Townsend"
"3504",30,"9",2020,"Sydney","Ryan Clarke"
"3505",30,"9",2020,"Collingwood","Chris Mayne"
"3506",28,"9",2020,"St Kilda","Jake Carlisle"
"3507",28,"9",2020,"Geelong","Lachie Fogarty"
"3508",27,"9",2020,"Geelong","Gary Rohan"
"3509",26,"9",2020,"Melbourne","Luke Jackson"
"3510",24,"9",2020,"Adelaide","Riley Knight"
"3511",23,"9",2020,"Gold Coast","Ben King"
"3512",21,"9",2020,"Essendon","Brayden Ham"
"3513",19,"9",2020,"Melbourne","Mitch Hannan"
"3514",18,"9",2020,"Adelaide","Will Hamill"
"3515",14,"9",2020,"Fremantle","Michael Frederick"
"3516",13,"9",2020,"West Coast","Jarrod Cameron"
"3517",11,"9",2020,"Western Bulldogs","Matthew Suckling"
"3518",11,"9",2020,"Essendon","Ned Cahill"
"3519",10,"9",2020,"West Coast","Harry Edwards"
"3520",-2,"9",2020,"Western Bulldogs","Billy Gowers"
"3521",205,"10",2020,"Melbourne","Clayton Oliver"
"3522",149,"10",2020,"Brisbane Lions","Lachie Neale"
"3523",147,"10",2020,"Collingwood","Brodie Grundy"
"3524",143,"10",2020,"St Kilda","Rowan Marshall"
"3525",138,"10",2020,"Collingwood","Taylor Adams"
"3526",134,"10",2020,"Port Adelaide","Tom Rockliff"
"3527",133,"10",2020,"Sydney","Jake Lloyd"
"3528",132,"10",2020,"Melbourne","Christian Petracca"
"3529",131,"10",2020,"Greater Western Sydney","Lachie Whitfield"
"3530",128,"10",2020,"Brisbane Lions","Oscar McInerney"
"3531",128,"10",2020,"Collingwood","Jack Madgen"
"3532",127,"10",2020,"Geelong","Mark Blicavs"
"3533",127,"10",2020,"Brisbane Lions","Harris Andrews"
"3534",125,"10",2020,"Richmond","Jayden Short"
"3535",125,"10",2020,"Port Adelaide","Zak Butters"
"3536",124,"10",2020,"St Kilda","Jack Steele"
"3537",124,"10",2020,"Geelong","Cameron Guthrie"
"3538",123,"10",2020,"Port Adelaide","Peter Ladhams"
"3539",121,"10",2020,"Sydney","Jordan Dawson"
"3540",121,"10",2020,"Brisbane Lions","Jarryd Lyons"
"3541",120,"10",2020,"Adelaide","Rory Laird"
"3542",120,"10",2020,"Adelaide","Luke Brown"
"3543",119,"10",2020,"Essendon","Zach Merrett"
"3544",119,"10",2020,"Geelong","Gryan Miers"
"3545",118,"10",2020,"Sydney","Jackson Thurlow"
"3546",116,"10",2020,"St Kilda","Dan Butler"
"3547",115,"10",2020,"Geelong","Tom Hawkins"
"3548",115,"10",2020,"Essendon","Adam Saad"
"3549",114,"10",2020,"Brisbane Lions","Hugh McCluggage"
"3550",114,"10",2020,"Greater Western Sydney","Stephen Coniglio"
"3551",114,"10",2020,"Western Bulldogs","Marcus Bontempelli"
"3552",114,"10",2020,"Western Bulldogs","Tom Liberatore"
"3553",113,"10",2020,"Western Bulldogs","Jack Macrae"
"3554",112,"10",2020,"Adelaide","Matt Crouch"
"3555",112,"10",2020,"Richmond","Liam Baker"
"3556",111,"10",2020,"Richmond","Dustin Martin"
"3557",110,"10",2020,"North Melbourne","Trent Dumont"
"3558",109,"10",2020,"North Melbourne","Shaun Higgins"
"3559",109,"10",2020,"Geelong","Sam Menegola"
"3560",109,"10",2020,"Richmond","Tom J. Lynch"
"3561",109,"10",2020,"Gold Coast","Touk Miller"
"3562",109,"10",2020,"Collingwood","Josh Daicos"
"3563",109,"10",2020,"Melbourne","Jack Viney"
"3564",108,"10",2020,"Brisbane Lions","Callum Ah Chee"
"3565",108,"10",2020,"Gold Coast","Brandon Ellis"
"3566",107,"10",2020,"Port Adelaide","Tom Jonas"
"3567",107,"10",2020,"Gold Coast","Jarrod Witts"
"3568",107,"10",2020,"Brisbane Lions","Lincoln McCarthy"
"3569",107,"10",2020,"Melbourne","Max Gawn"
"3570",106,"10",2020,"St Kilda","Hunter Clark"
"3571",106,"10",2020,"Richmond","Shai Bolton"
"3572",106,"10",2020,"Collingwood","Brayden Maynard"
"3573",106,"10",2020,"Port Adelaide","Robbie Gray"
"3574",105,"10",2020,"Essendon","Devon Smith"
"3575",105,"10",2020,"Geelong","Jack Steven"
"3576",105,"10",2020,"Western Bulldogs","Bailey Williams"
"3577",105,"10",2020,"Greater Western Sydney","Zac Williams"
"3578",104,"10",2020,"St Kilda","Jack Billings"
"3579",104,"10",2020,"Greater Western Sydney","Heath Shaw"
"3580",104,"10",2020,"Greater Western Sydney","Josh Kelly"
"3581",103,"10",2020,"Port Adelaide","Charlie Dixon"
"3582",103,"10",2020,"Western Bulldogs","Sam Lloyd"
"3583",103,"10",2020,"Melbourne","Jake Lever"
"3584",103,"10",2020,"North Melbourne","Jy Simpkin"
"3585",102,"10",2020,"Geelong","Lachie Fogarty"
"3586",102,"10",2020,"Greater Western Sydney","Nick Haynes"
"3587",102,"10",2020,"North Melbourne","Todd Goldstein"
"3588",101,"10",2020,"Greater Western Sydney","Shane Mumford"
"3589",101,"10",2020,"Essendon","Jordan Ridley"
"3590",101,"10",2020,"Geelong","Mitch Duncan"
"3591",100,"10",2020,"North Melbourne","Jed Anderson"
"3592",100,"10",2020,"Melbourne","Steven May"
"3593",99,"10",2020,"Gold Coast","Hugh Greenwood"
"3594",98,"10",2020,"Richmond","Jack Riewoldt"
"3595",97,"10",2020,"Collingwood","Brayden Sier"
"3596",96,"10",2020,"Gold Coast","Jack Lukosius"
