"","season","player_id","player_name","player_team","cluster","match_round","match_id","match_date","match_home_team","match_away_team","game_outcome","game_margin","roll_avg","coaches_votes","kicks","marks","handballs","disposals","effective_disposals","goals","tackles","rebounds","inside_fifties","clearances","clangers","contested_possessions","uncontested_possessions","marks_inside_fifty","one_percenters","goal_assists","afl_fantasy_score","supercoach_score","centre_clearances","stoppage_clearances","score_involvements","metres_gained","turnovers","intercepts","contest_def_one_on_ones","contest_off_wins","def_half_pressure_acts","effective_kicks","f50_ground_ball_gets","ground_ball_gets","marks_on_lead","pressure_acts","rating_points","score_launches","shots_at_goal","spoils","mean_votes_pg","kicked_bag","huge_game","experience","upset_expected","real_impact_proxy","leader"
"21",2020,12684,"Michael Gibbons","Carlton","Midfielder",1,15615,"2020-03-19","Richmond","Carlton","Loss",-24,0,0,0.176470588235294,0.125,0.2,0.2,0.210526315789474,0,0,0,0.111111111111111,0,0,0.117647058823529,0.277777777777778,0.2,0,0,0.0506329113924051,0.0294117647058824,0,0,0.2,0.217028380634391,0.111111111111111,0,0,0,0.235294117647059,0.153846153846154,0,0.111111111111111,0,0.4,0.231441048034934,0,0,0,0,"No","No","Inexperienced","Expected_Loss","Impact Rewarded","Not Captain"
"22",2020,12685,"Sam Walsh","Carlton","Star",1,15615,"2020-03-19","Richmond","Carlton","Loss",-24,0.0564946419764157,0,0.705882352941177,0.625,0.4,0.6,0.263157894736842,0,0,0,0.666666666666667,0.2,0.428571428571429,0.470588235294118,0.555555555555556,0,0,0,0.620253164556962,0.303921568627451,0,0.5,0.1,0.462437395659432,0.888888888888889,0.2,0,0,0.470588235294118,0.230769230769231,0.333333333333333,0.777777777777778,0,0.56,0.126637554585153,0,0,0,0.20979020979021,"No","No","Inexperienced","Expected_Loss","Impact Rewarded","Not Captain"
"23",2020,11561,"Shane Edwards","Richmond","Star",1,15615,"2020-03-19","Richmond","Carlton","Win",24,0.0659104156391517,0,0.411764705882353,0.125,0.466666666666667,0.466666666666667,0.631578947368421,0.25,0.4,0,0.666666666666667,0.5,0.285714285714286,0.352941176470588,0.5,0,0.2,1,0.455696202531646,0.607843137254902,0.5,0.25,0.8,0.545909849749583,0.333333333333333,0,0,0,0.705882352941177,0.384615384615385,0,0.222222222222222,0,0.56,0.655021834061135,0,0.4,0.111111111111111,0,"No","No","Experienced","Expected_Win","Impact Rewarded","Not Captain"
"24",2020,11582,"Jack Riewoldt","Richmond","Key forward",1,15615,"2020-03-19","Richmond","Carlton","Win",24,0.175133390126889,0,0.294117647058824,0.625,0,0.166666666666667,0.157894736842105,0.75,0.4,0,0.111111111111111,0,0.857142857142857,0.176470588235294,0.111111111111111,1,0.2,0.5,0.430379746835443,0.490196078431373,0,0,0.5,0.247078464106845,0.555555555555556,0,0,0.5,0.117647058823529,0.230769230769231,0,0,1,0.2,0.336244541484716,0,0.8,0.222222222222222,0,"No","No","Experienced","Expected_Win","Impact Rewarded","Not Captain"
"25",2020,11671,"Trent Cotchin","Richmond","Star",1,15615,"2020-03-19","Richmond","Carlton","Win",24,0.385105142805901,0,0.647058823529412,0.375,0.466666666666667,0.6,0.578947368421053,0,0.4,0.444444444444444,0.555555555555556,0.3,0.857142857142857,0.529411764705882,0.555555555555556,0,0.1,0,0.594936708860759,0.686274509803922,0.25,0.25,0.7,0.797996661101836,0.555555555555556,0.2,0,0,0.647058823529412,0.461538461538462,0,0.777777777777778,0,0.6,0.475982532751092,0.166666666666667,0.4,0,0.41958041958042,"No","No","Experienced","Expected_Win","Impact Rewarded","Captain"
"26",2020,11801,"Dustin Martin","Richmond","Star",1,15615,"2020-03-19","Richmond","Carlton","Win",24,1,4,0.705882352941177,0.375,0.733333333333333,0.766666666666667,0.894736842105263,0.25,0.8,0,0.444444444444444,0.3,0.428571428571429,0.470588235294118,0.611111111111111,0.2,0.3,1,0.936708860759494,1,0.375,0,0.8,0.454090150250417,0.222222222222222,0.3,0,1,0.235294117647059,0.538461538461538,0,0.333333333333333,0.5,0.56,0.768558951965066,0.166666666666667,0.4,0.111111111111111,0.884615384615384,"No","No","Experienced","Expected_Win","Impact Rewarded","Not Captain"
"27",2020,11835,"David Astbury","Richmond","Key defender",1,15615,"2020-03-19","Richmond","Carlton","Win",24,0.0103573510290096,0,0.529411764705882,0.375,0.266666666666667,0.433333333333333,0.684210526315789,0,0.4,0.666666666666667,0,0,0.428571428571429,0.294117647058824,0.388888888888889,0,0.5,0,0.417721518987342,0.647058823529412,0,0,0.3,0.525876460767947,0.111111111111111,0.7,0,0,0.411764705882353,0.692307692307692,0,0.444444444444444,0,0.2,0.384279475982533,0.166666666666667,0,0.444444444444444,0,"No","No","Inexperienced","Expected_Win","Impact Rewarded","Not Captain"
"28",2020,11887,"Dylan Grimes","Richmond","Key defender",1,15615,"2020-03-19","Richmond","Carlton","Win",24,0.0295924315114559,0,0.294117647058824,0.625,0.0666666666666667,0.2,0.210526315789474,0,0.4,0.444444444444444,0,0,0.571428571428571,0.117647058823529,0.166666666666667,0,0.3,0,0.253164556962025,0.254901960784314,0,0,0.1,0.178631051752922,0.222222222222222,0.6,0.125,0,0.294117647058824,0.307692307692308,0,0.111111111111111,0,0.12,0.563318777292576,0.166666666666667,0,0.333333333333333,0.10989010989011,"No","No","Experienced","Expected_Win","Impact Rewarded","Not Captain"
"29",2020,11921,"Dion Prestia","Richmond","Star",1,15615,"2020-03-19","Richmond","Carlton","Win",24,0.186333205115196,9,0.647058823529412,0.25,0.866666666666667,0.8,0.894736842105263,0.25,1,0.222222222222222,1,0.2,0.571428571428571,0.411764705882353,1,0,0.1,1,0.924050632911392,0.92156862745098,0.25,0.25,0.8,0.936560934891486,1,0.3,0,0,0.764705882352941,0.538461538461538,0,0.555555555555556,0,0.92,0.681222707423581,0.166666666666667,0.2,0,0.27972027972028,"No","No","Experienced","Expected_Win","Big impact","Not Captain"
"30",2020,11953,"Tom J. Lynch","Richmond","Key forward",1,15615,"2020-03-19","Richmond","Carlton","Win",24,0.283936312556489,0,0.235294117647059,0,0.266666666666667,0.266666666666667,0.315789473684211,0,0.2,0,0.111111111111111,0,0.285714285714286,0.352941176470588,0.111111111111111,0,0.1,0,0.0759493670886076,0.303921568627451,0,0,0.6,0.227045075125209,0.111111111111111,0,0,0.5,0,0.153846153846154,1,0.555555555555556,0,0.48,0.393013100436681,0,0.2,0.111111111111111,0.104895104895105,"No","No","Experienced","Expected_Win","Impact Rewarded","Not Captain"
