"","season","match_date","match_round","player_team","bookmaker_prob_win"
"504",2018,"2018-04-29",6,"Collingwood",0.35
"505",2018,"2018-04-29",6,"West Coast",0.59
"506",2018,"2018-04-29",6,"Fremantle",0.41
"507",2018,"2018-05-04",7,"Geelong",0.69
"508",2018,"2018-05-04",7,"Greater Western Sydney",0.31
"509",2018,"2018-05-05",7,"Western Bulldogs",0.78
"510",2018,"2018-05-05",7,"Gold Coast",0.22
"511",2018,"2018-05-05",7,"Hawthorn",0.64
"512",2018,"2018-05-05",7,"Essendon",0.36
"513",2018,"2018-05-05",7,"West Coast",0.53
"514",2018,"2018-05-05",7,"Port Adelaide",0.47
"515",2018,"2018-05-05",7,"North Melbourne",0.23
"516",2018,"2018-05-05",7,"Sydney",0.77
"517",2018,"2018-05-05",7,"Adelaide",0.93
"518",2018,"2018-05-05",7,"Carlton",0.07
"519",2018,"2018-05-06",7,"Richmond",0.85
"520",2018,"2018-05-06",7,"Fremantle",0.15
"521",2018,"2018-05-06",7,"Melbourne",0.68
"522",2018,"2018-05-06",7,"St Kilda",0.32
"523",2018,"2018-05-06",7,"Collingwood",0.73
"524",2018,"2018-05-06",7,"Brisbane Lions",0.27
"525",2018,"2018-05-11",8,"Sydney",0.39
"526",2018,"2018-05-11",8,"Hawthorn",0.61
"527",2018,"2018-05-12",8,"West Coast",0.35
"528",2018,"2018-05-12",8,"Greater Western Sydney",0.65
"529",2018,"2018-05-12",8,"Carlton",0.33
"530",2018,"2018-05-12",8,"Essendon",0.67
"531",2018,"2018-05-12",8,"Melbourne",0.76
"532",2018,"2018-05-12",8,"Gold Coast",0.24
"533",2018,"2018-05-12",8,"Port Adelaide",0.45
"534",2018,"2018-05-12",8,"Adelaide",0.55
"535",2018,"2018-05-12",8,"Western Bulldogs",0.67
"536",2018,"2018-05-12",8,"Brisbane Lions",0.33
"537",2018,"2018-05-12",8,"Fremantle",0.64
"538",2018,"2018-05-12",8,"St Kilda",0.36
"539",2018,"2018-05-13",8,"Richmond",0.74
"540",2018,"2018-05-13",8,"North Melbourne",0.26
"541",2018,"2018-05-13",8,"Geelong",0.59
"542",2018,"2018-05-13",8,"Collingwood",0.41
"543",2018,"2018-05-18",9,"Adelaide",0.74
"544",2018,"2018-05-18",9,"Western Bulldogs",0.26
"545",2018,"2018-05-19",9,"North Melbourne",0.65
"546",2018,"2018-05-19",9,"Greater Western Sydney",0.35
"547",2018,"2018-05-19",9,"Port Adelaide",0.88
"548",2018,"2018-05-19",9,"Gold Coast",0.12
"549",2018,"2018-05-19",9,"Essendon",0.2
"550",2018,"2018-05-19",9,"Geelong",0.8
"551",2018,"2018-05-19",9,"Sydney",0.84
"552",2018,"2018-05-19",9,"Fremantle",0.16
"553",2018,"2018-05-19",9,"Collingwood",0.75
"554",2018,"2018-05-19",9,"St Kilda",0.25
"555",2018,"2018-05-20",9,"Melbourne",0.85
"556",2018,"2018-05-20",9,"Carlton",0.15
"557",2018,"2018-05-20",9,"Brisbane Lions",0.31
"558",2018,"2018-05-20",9,"Hawthorn",0.69
"559",2018,"2018-05-20",9,"West Coast",0.51
"560",2018,"2018-05-20",9,"Richmond",0.49
"561",2018,"2018-05-25",10,"Collingwood",0.69
"562",2018,"2018-05-25",10,"Western Bulldogs",0.31
"563",2018,"2018-05-26",10,"Richmond",0.88
"564",2018,"2018-05-26",10,"St Kilda",0.12
"565",2018,"2018-05-26",10,"Sydney",0.69
"566",2018,"2018-05-26",10,"Brisbane Lions",0.31
"567",2018,"2018-05-26",10,"Geelong",0.9
"568",2018,"2018-05-26",10,"Carlton",0.1
"569",2018,"2018-05-26",10,"Essendon",0.31
"570",2018,"2018-05-26",10,"Greater Western Sydney",0.69
"571",2018,"2018-05-27",10,"West Coast",0.55
"572",2018,"2018-05-27",10,"Hawthorn",0.45
"573",2018,"2018-05-27",10,"Melbourne",0.58
"574",2018,"2018-05-27",10,"Adelaide",0.42
"575",2018,"2018-05-27",10,"North Melbourne",0.49
"576",2018,"2018-05-27",10,"Fremantle",0.51
"577",2018,"2018-06-01",11,"Sydney",0.91
"578",2018,"2018-06-01",11,"Carlton",0.09
"579",2018,"2018-06-02",11,"Melbourne",0.83
"580",2018,"2018-06-02",11,"Western Bulldogs",0.17
"581",2018,"2018-06-02",11,"Hawthorn",0.48
"582",2018,"2018-06-02",11,"Port Adelaide",0.52
"583",2018,"2018-06-02",11,"Geelong",0.72
"584",2018,"2018-06-02",11,"Gold Coast",0.28
"585",2018,"2018-06-02",11,"Richmond",0.7
"586",2018,"2018-06-02",11,"Essendon",0.3
"587",2018,"2018-06-02",11,"West Coast",0.92
"588",2018,"2018-06-02",11,"St Kilda",0.08
"589",2018,"2018-06-03",11,"North Melbourne",0.77
"590",2018,"2018-06-03",11,"Brisbane Lions",0.23
"591",2018,"2018-06-03",11,"Collingwood",0.85
"592",2018,"2018-06-03",11,"Fremantle",0.15
"593",2018,"2018-06-03",11,"Greater Western Sydney",0.26
"594",2018,"2018-06-03",11,"Adelaide",0.74
"595",2018,"2018-06-08",12,"Port Adelaide",0.57
"596",2018,"2018-06-08",12,"Richmond",0.43
"597",2018,"2018-06-09",12,"Geelong",0.66
"598",2018,"2018-06-09",12,"North Melbourne",0.34
"599",2018,"2018-06-09",12,"Greater Western Sydney",0.9
"600",2018,"2018-06-09",12,"Gold Coast",0.1
"601",2018,"2018-06-09",12,"Sydney",0.78
"602",2018,"2018-06-09",12,"St Kilda",0.22
"603",2018,"2018-06-10",12,"Essendon",0.56
"604",2018,"2018-06-10",12,"Brisbane Lions",0.44
"605",2018,"2018-06-10",12,"Fremantle",0.25
"606",2018,"2018-06-10",12,"Adelaide",0.75
"607",2018,"2018-06-11",12,"Collingwood",0.38
"608",2018,"2018-06-11",12,"Melbourne",0.62
"609",2018,"2018-06-14",13,"Port Adelaide",0.87
"610",2018,"2018-06-14",13,"Western Bulldogs",0.13
"611",2018,"2018-06-15",13,"Sydney",0.64
"612",2018,"2018-06-15",13,"West Coast",0.36
"613",2018,"2018-06-16",13,"Fremantle",0.54
"614",2018,"2018-06-16",13,"Carlton",0.46
"615",2018,"2018-06-16",13,"St Kilda",0.61
"616",2018,"2018-06-16",13,"Gold Coast",0.39
"617",2018,"2018-06-16",13,"Hawthorn",0.67
"618",2018,"2018-06-16",13,"Adelaide",0.33
"619",2018,"2018-06-17",13,"Richmond",0.61
"620",2018,"2018-06-17",13,"Geelong",0.39
"621",2018,"2018-06-21",14,"Essendon",0.28
"622",2018,"2018-06-21",14,"West Coast",0.72
"623",2018,"2018-06-22",14,"Port Adelaide",0.57
"624",2018,"2018-06-22",14,"Melbourne",0.43
"625",2018,"2018-06-23",14,"Hawthorn",0.93
"626",2018,"2018-06-23",14,"Gold Coast",0.07
"627",2018,"2018-06-23",14,"Greater Western Sydney",0.71
"628",2018,"2018-06-23",14,"Brisbane Lions",0.29
"629",2018,"2018-06-23",14,"North Melbourne",0.75
"630",2018,"2018-06-23",14,"Western Bulldogs",0.25
"631",2018,"2018-06-24",14,"Collingwood",0.9
"632",2018,"2018-06-24",14,"Carlton",0.1
"633",2018,"2018-06-28",15,"Richmond",0.63
"634",2018,"2018-06-28",15,"Sydney",0.37
"635",2018,"2018-06-29",15,"Western Bulldogs",0.17
"636",2018,"2018-06-29",15,"Geelong",0.83
"637",2018,"2018-06-30",15,"Port Adelaide",0.85
"638",2018,"2018-06-30",15,"Carlton",0.15
"639",2018,"2018-06-30",15,"Adelaide",0.66
"640",2018,"2018-06-30",15,"West Coast",0.34
"641",2018,"2018-06-30",15,"Collingwood",0.88
"642",2018,"2018-06-30",15,"Gold Coast",0.12
"643",2018,"2018-06-30",15,"Greater Western Sydney",0.62
"644",2018,"2018-06-30",15,"Hawthorn",0.38
"645",2018,"2018-07-01",15,"St Kilda",0.14
"646",2018,"2018-07-01",15,"Melbourne",0.86
"647",2018,"2018-07-01",15,"Essendon",0.48
"648",2018,"2018-07-01",15,"North Melbourne",0.52
"649",2018,"2018-07-01",15,"Brisbane Lions",0.25
"650",2018,"2018-07-01",15,"Fremantle",0.75
"651",2018,"2018-07-05",16,"Geelong",0.44
"652",2018,"2018-07-05",16,"Sydney",0.56
"653",2018,"2018-07-06",16,"Richmond",0.77
"654",2018,"2018-07-06",16,"Adelaide",0.23
"655",2018,"2018-07-07",16,"Brisbane Lions",0.74
"656",2018,"2018-07-07",16,"Carlton",0.26
"657",2018,"2018-07-07",16,"Port Adelaide",0.85
"658",2018,"2018-07-07",16,"St Kilda",0.15
"659",2018,"2018-07-07",16,"Hawthorn",0.67
"660",2018,"2018-07-07",16,"Western Bulldogs",0.33
"661",2018,"2018-07-07",16,"Melbourne",0.89
"662",2018,"2018-07-07",16,"Fremantle",0.11
"663",2018,"2018-07-08",16,"North Melbourne",0.9
"664",2018,"2018-07-08",16,"Gold Coast",0.1
"665",2018,"2018-07-08",16,"Collingwood",0.61
"666",2018,"2018-07-08",16,"Essendon",0.39
"667",2018,"2018-07-08",16,"West Coast",0.59
"668",2018,"2018-07-08",16,"Greater Western Sydney",0.41
"669",2018,"2018-07-12",17,"Adelaide",0.48
"670",2018,"2018-07-12",17,"Geelong",0.52
"671",2018,"2018-07-13",17,"St Kilda",0.73
"672",2018,"2018-07-13",17,"Carlton",0.27
"673",2018,"2018-07-14",17,"Brisbane Lions",0.21
"674",2018,"2018-07-14",17,"Hawthorn",0.79
"675",2018,"2018-07-14",17,"Melbourne",0.85
"676",2018,"2018-07-14",17,"Western Bulldogs",0.15
"677",2018,"2018-07-14",17,"Essendon",0.76
"678",2018,"2018-07-14",17,"Gold Coast",0.24
"679",2018,"2018-07-14",17,"Greater Western Sydney",0.38
"680",2018,"2018-07-14",17,"Richmond",0.62
"681",2018,"2018-07-15",17,"West Coast",0.37
"682",2018,"2018-07-15",17,"Collingwood",0.63
"683",2018,"2018-07-15",17,"Sydney",0.48
"684",2018,"2018-07-15",17,"North Melbourne",0.52
"685",2018,"2018-07-15",17,"Fremantle",0.18
"686",2018,"2018-07-15",17,"Port Adelaide",0.82
"687",2018,"2018-07-20",18,"Richmond",0.83
"688",2018,"2018-07-20",18,"St Kilda",0.17
"689",2018,"2018-07-21",18,"Collingwood",0.64
"690",2018,"2018-07-21",18,"North Melbourne",0.36
"691",2018,"2018-07-21",18,"Gold Coast",0.0600000000000001
"692",2018,"2018-07-21",18,"Sydney",0.94
"693",2018,"2018-07-21",18,"Essendon",0.86
"694",2018,"2018-07-21",18,"Fremantle",0.14
"695",2018,"2018-07-21",18,"Adelaide",0.59
"696",2018,"2018-07-21",18,"Brisbane Lions",0.41
"697",2018,"2018-07-21",18,"Geelong",0.64
"698",2018,"2018-07-21",18,"Melbourne",0.36
"699",2018,"2018-07-22",18,"Hawthorn",0.83
"700",2018,"2018-07-22",18,"Carlton",0.17
"701",2018,"2018-07-22",18,"West Coast",0.86
"702",2018,"2018-07-22",18,"Western Bulldogs",0.14
"703",2018,"2018-07-22",18,"Greater Western Sydney",0.4
"704",2018,"2018-07-22",18,"Port Adelaide",0.6
"705",2018,"2018-07-27",19,"Essendon",0.56
"706",2018,"2018-07-27",19,"Sydney",0.44
"707",2018,"2018-07-28",19,"Richmond",0.71
"708",2018,"2018-07-28",19,"Collingwood",0.29
"709",2018,"2018-07-28",19,"Geelong",0.81
"710",2018,"2018-07-28",19,"Brisbane Lions",0.19
"711",2018,"2018-07-28",19,"Greater Western Sydney",0.84
"712",2018,"2018-07-28",19,"St Kilda",0.16
"713",2018,"2018-07-28",19,"Carlton",0.3
"714",2018,"2018-07-28",19,"Gold Coast",0.7
"715",2018,"2018-07-28",19,"Melbourne",0.45
"716",2018,"2018-07-28",19,"Adelaide",0.55
"717",2018,"2018-07-29",19,"North Melbourne",0.57
"718",2018,"2018-07-29",19,"West Coast",0.43
"719",2018,"2018-07-29",19,"Port Adelaide",0.73
"720",2018,"2018-07-29",19,"Western Bulldogs",0.27
"721",2018,"2018-07-29",19,"Hawthorn",0.68
"722",2018,"2018-07-29",19,"Fremantle",0.32
"723",2018,"2018-08-03",20,"Richmond",0.67
"724",2018,"2018-08-03",20,"Geelong",0.33
"725",2018,"2018-08-04",20,"Hawthorn",0.47
"726",2018,"2018-08-04",20,"Essendon",0.53
"727",2018,"2018-08-04",20,"North Melbourne",0.46
"728",2018,"2018-08-04",20,"Brisbane Lions",0.54
"729",2018,"2018-08-04",20,"Adelaide",0.46
"730",2018,"2018-08-04",20,"Port Adelaide",0.54
"731",2018,"2018-08-04",20,"Western Bulldogs",0.41
"732",2018,"2018-08-04",20,"St Kilda",0.59
"733",2018,"2018-08-04",20,"Sydney",0.57
"734",2018,"2018-08-04",20,"Collingwood",0.43
"735",2018,"2018-08-05",20,"Greater Western Sydney",0.88
"736",2018,"2018-08-05",20,"Carlton",0.12
"737",2018,"2018-08-05",20,"Melbourne",0.93
"738",2018,"2018-08-05",20,"Gold Coast",0.07
"739",2018,"2018-08-05",20,"West Coast",0.82
"740",2018,"2018-08-05",20,"Fremantle",0.18
"741",2018,"2018-08-10",21,"Essendon",0.81
"742",2018,"2018-08-10",21,"St Kilda",0.19
"743",2018,"2018-08-11",21,"Hawthorn",0.36
"744",2018,"2018-08-11",21,"Geelong",0.64
"745",2018,"2018-08-11",21,"Richmond",0.93
"746",2018,"2018-08-11",21,"Gold Coast",0.07
"747",2018,"2018-08-11",21,"West Coast",0.31
"748",2018,"2018-08-11",21,"Port Adelaide",0.69
"749",2018,"2018-08-11",21,"Collingwood",0.76
"750",2018,"2018-08-11",21,"Brisbane Lions",0.24
"751",2018,"2018-08-11",21,"Greater Western Sydney",0.64
"752",2018,"2018-08-11",21,"Adelaide",0.36
"753",2018,"2018-08-12",21,"Western Bulldogs",0.26
"754",2018,"2018-08-12",21,"North Melbourne",0.74
"755",2018,"2018-08-12",21,"Sydney",0.28
"756",2018,"2018-08-12",21,"Melbourne",0.72
"757",2018,"2018-08-12",21,"Fremantle",0.76
"758",2018,"2018-08-12",21,"Carlton",0.24
"759",2018,"2018-08-17",22,"Richmond",0.66
"760",2018,"2018-08-17",22,"Essendon",0.34
"761",2018,"2018-08-18",22,"Collingwood",0.65
"762",2018,"2018-08-18",22,"Port Adelaide",0.35
"763",2018,"2018-08-18",22,"Geelong",0.91
"764",2018,"2018-08-18",22,"Fremantle",0.09
"765",2018,"2018-08-18",22,"Sydney",0.46
"766",2018,"2018-08-18",22,"Greater Western Sydney",0.54
"767",2018,"2018-08-18",22,"Brisbane Lions",0.77
"768",2018,"2018-08-18",22,"Gold Coast",0.23
"769",2018,"2018-08-18",22,"Hawthorn",0.82
"770",2018,"2018-08-18",22,"St Kilda",0.18
"771",2018,"2018-08-19",22,"Western Bulldogs",0.79
"772",2018,"2018-08-19",22,"Carlton",0.21
"773",2018,"2018-08-19",22,"Melbourne",0.45
"774",2018,"2018-08-19",22,"West Coast",0.55
"775",2018,"2018-08-19",22,"Adelaide",0.7
"776",2018,"2018-08-19",22,"North Melbourne",0.3
"777",2018,"2018-08-25",23,"Adelaide",0.82
"778",2018,"2018-08-25",23,"Carlton",0.18
"779",2018,"2018-08-25",23,"Geelong",0.95
"780",2018,"2018-08-25",23,"Gold Coast",0.05
"781",2018,"2018-08-25",23,"Richmond",0.88
"782",2018,"2018-08-25",23,"Western Bulldogs",0.12
"783",2018,"2018-08-25",23,"Hawthorn",0.53
"784",2018,"2018-08-25",23,"Sydney",0.47
"785",2018,"2018-08-26",23,"West Coast",0.59
"786",2018,"2018-08-26",23,"Brisbane Lions",0.41
"787",2018,"2018-08-26",23,"North Melbourne",0.72
"788",2018,"2018-08-26",23,"St Kilda",0.28
"789",2018,"2018-08-26",23,"Melbourne",0.66
"790",2018,"2018-08-26",23,"Greater Western Sydney",0.34
"791",2018,"2018-08-24",23,"Essendon",0.41
"792",2018,"2018-08-24",23,"Port Adelaide",0.59
"793",2018,"2018-08-25",23,"Collingwood",0.83
"794",2018,"2018-08-25",23,"Fremantle",0.17
"795",2018,"2018-04-21",5,"St Kilda",0.33
"796",2018,"2018-04-21",5,"Greater Western Sydney",0.67
"797",2019,"2019-03-21",1,"Richmond",0.86
"798",2019,"2019-03-21",1,"Carlton",0.14
"799",2019,"2019-03-22",1,"Geelong",0.37
"800",2019,"2019-03-22",1,"Collingwood",0.63
"801",2019,"2019-03-23",1,"Port Adelaide",0.2
"802",2019,"2019-03-23",1,"Melbourne",0.8
"803",2019,"2019-03-23",1,"Hawthorn",0.26
"804",2019,"2019-03-23",1,"Adelaide",0.74
"805",2019,"2019-03-23",1,"Western Bulldogs",0.38
"806",2019,"2019-03-23",1,"Sydney",0.62
"807",2019,"2019-03-23",1,"Brisbane Lions",0.44
"808",2019,"2019-03-23",1,"West Coast",0.56
"809",2019,"2019-03-24",1,"St Kilda",0.76
"810",2019,"2019-03-24",1,"Gold Coast",0.24
"811",2019,"2019-03-24",1,"Greater Western Sydney",0.53
"812",2019,"2019-03-24",1,"Essendon",0.47
"813",2019,"2019-03-24",1,"Fremantle",0.45
"814",2019,"2019-03-24",1,"North Melbourne",0.55
"815",2019,"2019-03-28",2,"Collingwood",0.51
"816",2019,"2019-03-28",2,"Richmond",0.49
"817",2019,"2019-03-29",2,"Adelaide",0.47
"818",2019,"2019-03-29",2,"Sydney",0.53
"819",2019,"2019-03-30",2,"St Kilda",0.3
"820",2019,"2019-03-30",2,"Essendon",0.7
"821",2019,"2019-03-30",2,"Port Adelaide",0.82
"822",2019,"2019-03-30",2,"Carlton",0.18
"823",2019,"2019-03-30",2,"Geelong",0.6
"824",2019,"2019-03-30",2,"Melbourne",0.4
"825",2019,"2019-03-30",2,"West Coast",0.65
"826",2019,"2019-03-30",2,"Greater Western Sydney",0.35
"827",2019,"2019-03-31",2,"Brisbane Lions",0.49
"828",2019,"2019-03-31",2,"North Melbourne",0.51
"829",2019,"2019-03-31",2,"Western Bulldogs",0.31
"830",2019,"2019-03-31",2,"Hawthorn",0.69
"831",2019,"2019-03-31",2,"Gold Coast",0.31
"832",2019,"2019-03-31",2,"Fremantle",0.69
"833",2019,"2019-04-04",3,"Geelong",0.53
"834",2019,"2019-04-04",3,"Adelaide",0.47
"835",2019,"2019-04-05",3,"Essendon",0.35
"836",2019,"2019-04-05",3,"Melbourne",0.65
"837",2019,"2019-04-06",3,"Sydney",0.66
"838",2019,"2019-04-06",3,"Carlton",0.34
"839",2019,"2019-04-06",3,"Greater Western Sydney",0.64
"840",2019,"2019-04-06",3,"Richmond",0.36
"841",2019,"2019-04-06",3,"Brisbane Lions",0.6
"842",2019,"2019-04-06",3,"Port Adelaide",0.4
"843",2019,"2019-04-06",3,"West Coast",0.31
"844",2019,"2019-04-06",3,"Collingwood",0.69
"845",2019,"2019-04-07",3,"Gold Coast",0.19
"846",2019,"2019-04-07",3,"Western Bulldogs",0.81
"847",2019,"2019-04-07",3,"Hawthorn",0.62
"848",2019,"2019-04-07",3,"North Melbourne",0.38
"849",2019,"2019-04-07",3,"Fremantle",0.68
"850",2019,"2019-04-07",3,"St Kilda",0.32
"851",2019,"2019-04-11",4,"Melbourne",0.45
"852",2019,"2019-04-11",4,"Sydney",0.55
"853",2019,"2019-04-12",4,"Collingwood",0.74
"854",2019,"2019-04-12",4,"Western Bulldogs",0.26
"855",2019,"2019-04-13",4,"Greater Western Sydney",0.34
"856",2019,"2019-04-13",4,"Geelong",0.66
"857",2019,"2019-04-13",4,"Essendon",0.55
"858",2019,"2019-04-13",4,"Brisbane Lions",0.45
"859",2019,"2019-04-13",4,"Richmond",0.26
"860",2019,"2019-04-13",4,"Port Adelaide",0.74
"861",2019,"2019-04-13",4,"North Melbourne",0.53
"862",2019,"2019-04-13",4,"Adelaide",0.47
"863",2019,"2019-04-13",4,"West Coast",0.86
"864",2019,"2019-04-13",4,"Fremantle",0.14
"865",2019,"2019-04-14",4,"Gold Coast",0.56
"866",2019,"2019-04-14",4,"Carlton",0.44
"867",2019,"2019-04-14",4,"St Kilda",0.37
"868",2019,"2019-04-14",4,"Hawthorn",0.63
"869",2019,"2019-04-18",5,"Collingwood",0.57
"870",2019,"2019-04-18",5,"Brisbane Lions",0.43
"871",2019,"2019-04-19",5,"Essendon",0.57
"872",2019,"2019-04-19",5,"North Melbourne",0.43
"873",2019,"2019-04-19",5,"Port Adelaide",0.26
"874",2019,"2019-04-19",5,"West Coast",0.74
"875",2019,"2019-04-20",5,"Fremantle",0.16
"876",2019,"2019-04-20",5,"Greater Western Sydney",0.84
"877",2019,"2019-04-20",5,"St Kilda",0.34
"878",2019,"2019-04-20",5,"Melbourne",0.66
"879",2019,"2019-04-20",5,"Richmond",0.66
"880",2019,"2019-04-20",5,"Sydney",0.34
"881",2019,"2019-04-21",5,"Carlton",0.3
"882",2019,"2019-04-21",5,"Western Bulldogs",0.7
"883",2019,"2019-04-21",5,"Adelaide",0.81
"884",2019,"2019-04-21",5,"Gold Coast",0.19
"885",2019,"2019-04-22",5,"Geelong",0.64
"886",2019,"2019-04-22",5,"Hawthorn",0.36
"887",2019,"2019-04-24",6,"Richmond",0.64
"888",2019,"2019-04-24",6,"Melbourne",0.36
"889",2019,"2019-04-25",6,"Collingwood",0.63
"890",2019,"2019-04-25",6,"Essendon",0.37
"891",2019,"2019-04-26",6,"Port Adelaide",0.77
"892",2019,"2019-04-26",6,"North Melbourne",0.23
"893",2019,"2019-04-27",6,"Brisbane Lions",0.68
"894",2019,"2019-04-27",6,"Gold Coast",0.32
"895",2019,"2019-04-27",6,"Adelaide",0.47
"896",2019,"2019-04-27",6,"St Kilda",0.53
"897",2019,"2019-04-27",6,"Greater Western Sydney",0.7
"898",2019,"2019-04-27",6,"Sydney",0.3
"899",2019,"2019-04-27",6,"Fremantle",0.67
"900",2019,"2019-04-27",6,"Western Bulldogs",0.33
"901",2019,"2019-04-28",6,"Hawthorn",0.72
"902",2019,"2019-04-28",6,"Carlton",0.28
"903",2019,"2019-04-28",6,"Geelong",0.73
"904",2019,"2019-04-28",6,"West Coast",0.27
"905",2019,"2019-05-03",7,"Collingwood",0.74
"906",2019,"2019-05-03",7,"Port Adelaide",0.26
"907",2019,"2019-05-04",7,"Melbourne",0.43
"908",2019,"2019-05-04",7,"Hawthorn",0.57
"909",2019,"2019-05-04",7,"Greater Western Sydney",0.75
"910",2019,"2019-05-04",7,"St Kilda",0.25
"911",2019,"2019-05-04",7,"Brisbane Lions",0.68
"912",2019,"2019-05-04",7,"Sydney",0.32
"913",2019,"2019-05-04",7,"Western Bulldogs",0.34
"914",2019,"2019-05-04",7,"Richmond",0.66
"915",2019,"2019-05-04",7,"West Coast",0.89
"916",2019,"2019-05-04",7,"Gold Coast",0.11
"917",2019,"2019-05-05",7,"North Melbourne",0.64
"918",2019,"2019-05-05",7,"Carlton",0.36
"919",2019,"2019-05-05",7,"Geelong",0.59
"920",2019,"2019-05-05",7,"Essendon",0.41
"921",2019,"2019-05-05",7,"Adelaide",0.72
"922",2019,"2019-05-05",7,"Fremantle",0.28
"923",2019,"2019-05-10",8,"Sydney",0.36
"924",2019,"2019-05-10",8,"Essendon",0.64
"925",2019,"2019-05-11",8,"Western Bulldogs",0.57
"926",2019,"2019-05-11",8,"Brisbane Lions",0.43
"927",2019,"2019-05-11",8,"Collingwood",0.86
"928",2019,"2019-05-11",8,"Carlton",0.14
"929",2019,"2019-05-11",8,"Melbourne",0.69
"930",2019,"2019-05-11",8,"Gold Coast",0.31
"931",2019,"2019-05-11",8,"West Coast",0.54
"932",2019,"2019-05-11",8,"St Kilda",0.46
"933",2019,"2019-05-11",8,"Adelaide",0.58
"934",2019,"2019-05-11",8,"Port Adelaide",0.42
"935",2019,"2019-05-12",8,"Geelong",0.76
"936",2019,"2019-05-12",8,"North Melbourne",0.24
"937",2019,"2019-05-12",8,"Hawthorn",0.41
"938",2019,"2019-05-12",8,"Greater Western Sydney",0.59
"939",2019,"2019-05-12",8,"Richmond",0.41
"940",2019,"2019-05-12",8,"Fremantle",0.59
"941",2019,"2019-05-17",9,"West Coast",0.75
"942",2019,"2019-05-17",9,"Melbourne",0.25
"943",2019,"2019-05-18",9,"Collingwood",0.77
"944",2019,"2019-05-18",9,"St Kilda",0.23
"945",2019,"2019-05-18",9,"Brisbane Lions",0.54
"946",2019,"2019-05-18",9,"Adelaide",0.46
"947",2019,"2019-05-18",9,"Geelong",0.79
"948",2019,"2019-05-18",9,"Western Bulldogs",0.21
"949",2019,"2019-05-18",9,"Essendon",0.65
"950",2019,"2019-05-18",9,"Fremantle",0.35
"951",2019,"2019-05-18",9,"Sydney",0.31
"952",2019,"2019-05-18",9,"North Melbourne",0.69
"953",2019,"2019-05-19",9,"Port Adelaide",0.8
"954",2019,"2019-05-19",9,"Gold Coast",0.2
"955",2019,"2019-05-19",9,"Richmond",0.54
"956",2019,"2019-05-19",9,"Hawthorn",0.46
"957",2019,"2019-05-19",9,"Greater Western Sydney",0.86
"958",2019,"2019-05-19",9,"Carlton",0.14
"959",2019,"2019-05-24",10,"Collingwood",0.66
"960",2019,"2019-05-24",10,"Sydney",0.34
"961",2019,"2019-05-25",10,"Hawthorn",0.57
"962",2019,"2019-05-25",10,"Port Adelaide",0.43
"963",2019,"2019-05-25",10,"North Melbourne",0.4
"964",2019,"2019-05-25",10,"Western Bulldogs",0.6
"965",2019,"2019-05-25",10,"West Coast",0.38
"966",2019,"2019-05-25",10,"Adelaide",0.62
"967",2019,"2019-05-25",10,"Geelong",0.86
"968",2019,"2019-05-25",10,"Gold Coast",0.14
"969",2019,"2019-05-25",10,"Richmond",0.58
"970",2019,"2019-05-25",10,"Essendon",0.42
"971",2019,"2019-05-26",10,"Greater Western Sydney",0.62
"972",2019,"2019-05-26",10,"Melbourne",0.38
"973",2019,"2019-05-26",10,"St Kilda",0.65
"974",2019,"2019-05-26",10,"Carlton",0.35
"975",2019,"2019-05-26",10,"Fremantle",0.55
"976",2019,"2019-05-26",10,"Brisbane Lions",0.45
"977",2019,"2019-05-31",11,"North Melbourne",0.31
"978",2019,"2019-05-31",11,"Richmond",0.69
"979",2019,"2019-06-01",11,"Fremantle",0.17
"980",2019,"2019-06-01",11,"Collingwood",0.83
"981",2019,"2019-06-01",11,"Greater Western Sydney",0.91
"982",2019,"2019-06-01",11,"Gold Coast",0.09
"983",2019,"2019-06-01",11,"Geelong",0.82
"984",2019,"2019-06-01",11,"Sydney",0.18
"985",2019,"2019-06-01",11,"Brisbane Lions",0.59
"986",2019,"2019-06-01",11,"Hawthorn",0.41
"987",2019,"2019-06-01",11,"Adelaide",0.61
"988",2019,"2019-06-01",11,"Melbourne",0.39
"989",2019,"2019-06-02",11,"Port Adelaide",0.7
"990",2019,"2019-06-02",11,"St Kilda",0.3
"991",2019,"2019-06-02",11,"Essendon",0.67
"992",2019,"2019-06-02",11,"Carlton",0.33
"993",2019,"2019-06-02",11,"West Coast",0.78
"994",2019,"2019-06-02",11,"Western Bulldogs",0.22
"995",2019,"2019-06-07",12,"Geelong",0.67
"996",2019,"2019-06-07",12,"Richmond",0.33
"997",2019,"2019-06-08",12,"Carlton",0.35
"998",2019,"2019-06-08",12,"Brisbane Lions",0.65
"999",2019,"2019-06-08",12,"North Melbourne",0.7
"1000",2019,"2019-06-08",12,"Gold Coast",0.3
"1001",2019,"2019-06-08",12,"Adelaide",0.52
"1002",2019,"2019-06-08",12,"Greater Western Sydney",0.48
"1003",2019,"2019-06-09",12,"Sydney",0.49
"1004",2019,"2019-06-09",12,"West Coast",0.51
"1005",2019,"2019-06-10",12,"Collingwood",0.67
"1006",2019,"2019-06-10",12,"Melbourne",0.33
"1007",2019,"2019-06-13",13,"Adelaide",0.8
"1008",2019,"2019-06-13",13,"Richmond",0.2
"1009",2019,"2019-06-14",13,"Essendon",0.57
"1010",2019,"2019-06-14",13,"Hawthorn",0.43
